"event","year","team1","team2","team1_score","team2_score","game_date","winner","margin"
"u17",2016,"Spain","Mali",77,63,"2016-06-24","Spain",14
"u17",2016,"Canada","Japan",70,55,"2016-06-25","Canada",15
"u17",2016,"Australia","France",55,48,"2016-06-25","Australia",7
"u17",2016,"China","Mexico",82,43,"2016-06-25","China",39
"u17",2016,"Spain","Brazil",70,58,"2016-06-25","Spain",12
"u17",2016,"Portugal","Mali",56,48,"2016-06-25","Portugal",8
"u17",2016,"USA","Italy",59,55,"2016-06-25","USA",4
"u17",2016,"Czech Republic","Korea",92,54,"2016-06-25","Czech Republic",38
"u17",2016,"Czech Republic","Portugal",49,31,"2016-06-27","Czech Republic",18
"u17",2016,"Canada","Mexico",72,37,"2016-06-27","Canada",35
"u17",2016,"Italy","Mali",58,55,"2016-06-27","Italy",3
"u17",2016,"USA","Brazil",79,62,"2016-06-27","USA",17
"u17",2016,"France","Japan",58,52,"2016-06-27","France",6
"u17",2016,"China","Latvia",76,46,"2016-06-27","China",30
"u17",2016,"Spain","Korea",78,44,"2016-06-27","Spain",34
"u17",2016,"Mali","Mexico",73,51,"2016-06-28","Mali",22
"u17",2016,"Japan","Brazil",83,60,"2016-06-28","Japan",23
"u17",2016,"Latvia","Korea",78,71,"2016-06-28","Latvia",7
"u17",2016,"Mexico","Korea",60,57,"2016-06-29","Mexico",3
"u17",2016,"Latvia","Mali",82,53,"2016-06-29","Latvia",29
"u17",2016,"Japan","Portugal",71,59,"2016-06-29","Japan",12
"u17",2016,"Italy","Canada",58,56,"2016-06-29","Italy",2
"u17",2016,"China","Spain",55,51,"2016-06-29","China",4
"u17",2016,"Australia","Czech Republic",83,53,"2016-06-29","Australia",30
"u17",2016,"USA","France",56,45,"2016-06-29","USA",11
"u17",2016,"Spain","Canada",75,72,"2016-06-30","Spain",3
"u17",2016,"Czech Republic","France",62,55,"2016-06-30","Czech Republic",7
"u17",2016,"Brazil","Mexico",64,39,"2016-07-01","Brazil",25
"u17",2016,"Mali","Portugal",69,47,"2016-07-01","Mali",22
"u17",2016,"Italy","China",62,51,"2016-07-01","Italy",11
"u17",2016,"Japan","Latvia",72,67,"2016-07-01","Japan",5
"u17",2016,"Australia","USA",73,60,"2016-07-01","Australia",13
"u17",2016,"Canada","France",58,53,"2016-07-02","Canada",5
"u17",2016,"Czech Republic","Spain",63,51,"2016-07-02","Czech Republic",12
"u17",2016,"USA","China",65,50,"2016-07-02","USA",15
"u17",2016,"Australia","Italy",62,38,"2016-07-02","Australia",24
"u17",2018,"China","Mali",69,49,"2018-07-21","China",20
"u17",2018,"Spain","New Zealand",83,48,"2018-07-21","Spain",35
"u17",2018,"USA","Italy",86,48,"2018-07-21","USA",38
"u17",2018,"Hungary","Argentina",85,61,"2018-07-21","Hungary",24
"u17",2018,"France","Japan",60,53,"2018-07-21","France",7
"u17",2018,"Canada","Latvia",65,51,"2018-07-21","Canada",14
"u17",2018,"Australia","Angola",81,43,"2018-07-21","Australia",38
"u17",2018,"Belarus","Colombia",79,75,"2018-07-21","Belarus",4
"u17",2018,"Italy","China",72,57,"2018-07-22","Italy",15
"u17",2018,"Hungary","New Zealand",68,60,"2018-07-22","Hungary",8
"u17",2018,"USA","Mali",92,39,"2018-07-22","USA",53
"u17",2018,"Argentina","Spain",76,67,"2018-07-22","Argentina",9
"u17",2018,"Australia","Latvia",60,41,"2018-07-22","Australia",19
"u17",2018,"Canada","Angola",66,36,"2018-07-22","Canada",30
"u17",2018,"France","Colombia",78,35,"2018-07-22","France",43
"u17",2018,"Japan","Belarus",104,52,"2018-07-22","Japan",52
"u17",2018,"Argentina","New Zealand",60,52,"2018-07-24","Argentina",8
"u17",2018,"Hungary","Spain",57,56,"2018-07-24","Hungary",1
"u17",2018,"Latvia","Angola",68,47,"2018-07-24","Latvia",21
"u17",2018,"Australia","Canada",64,48,"2018-07-24","Australia",16
"u17",2018,"USA","China",107,50,"2018-07-24","USA",57
"u17",2018,"Italy","Mali",74,63,"2018-07-24","Italy",11
"u17",2018,"Japan","Colombia",72,52,"2018-07-24","Japan",20
"u17",2018,"France","Belarus",64,34,"2018-07-24","France",30
"u17",2018,"Hungary","Angola",88,48,"2018-07-25","Hungary",40
"u17",2018,"Latvia","Argentina",72,58,"2018-07-25","Latvia",14
"u17",2018,"Spain","Canada",72,50,"2018-07-25","Spain",22
"u17",2018,"Australia","New Zealand",77,37,"2018-07-25","Australia",40
"u17",2018,"Japan","China",82,73,"2018-07-25","Japan",9
"u17",2018,"France","Mali",78,57,"2018-07-25","France",21
"u17",2018,"USA","Colombia",98,42,"2018-07-25","USA",56
"u17",2018,"Italy","Belarus",65,50,"2018-07-25","Italy",15
"u17",2018,"China","Angola",97,41,"2018-07-27","China",56
"u17",2018,"Mali","Argentina",63,48,"2018-07-27","Mali",15
"u17",2018,"Canada","Colombia",71,51,"2018-07-27","Canada",20
"u17",2018,"New Zealand","Belarus",73,59,"2018-07-27","New Zealand",14
"u17",2018,"Australia","Italy",64,46,"2018-07-27","Australia",18
"u17",2018,"France","Latvia",67,43,"2018-07-27","France",24
"u17",2018,"USA","Spain",66,31,"2018-07-27","USA",35
"u17",2018,"Hungary","Japan",74,62,"2018-07-27","Hungary",12
"u17",2018,"Colombia","Angola",49,44,"2018-07-28","Colombia",5
"u17",2018,"Argentina","Belarus",61,58,"2018-07-28","Argentina",3
"u17",2018,"Italy","Latvia",86,49,"2018-07-28","Italy",37
"u17",2018,"Mali","New Zealand",66,64,"2018-07-28","Mali",2
"u17",2018,"Spain","Japan",69,68,"2018-07-28","Spain",1
"u17",2018,"Canada","China",74,59,"2018-07-28","Canada",15
"u17",2018,"France","Australia",68,58,"2018-07-28","France",10
"u17",2018,"USA","Hungary",84,39,"2018-07-28","USA",45
"u17",2018,"Argentina","Colombia",51,47,"2018-07-29","Argentina",4
"u17",2018,"Belarus","Angola",70,58,"2018-07-29","Belarus",12
"u17",2018,"Japan","Latvia",75,57,"2018-07-29","Japan",18
"u17",2018,"China","New Zealand",88,66,"2018-07-29","China",22
"u17",2018,"Italy","Spain",65,58,"2018-07-29","Italy",7
"u17",2018,"Canada","Mali",58,50,"2018-07-29","Canada",8
"u17",2018,"Australia","Hungary",57,51,"2018-07-29","Australia",6
"u17",2018,"USA","France",92,40,"2018-07-29","USA",52
"u17centrobasket",2019,"Mexico","Barbados",99,18,"2019-07-07","Mexico",81
"u17centrobasket",2019,"Bahamas","El Salvador",79,59,"2019-07-07","Bahamas",20
"u17centrobasket",2019,"Dominican Republic","Costa Rica",62,36,"2019-07-07","Dominican Republic",26
"u17centrobasket",2019,"Puerto Rico","Guatemala",71,32,"2019-07-07","Puerto Rico",39
"u17centrobasket",2019,"Mexico","Costa Rica",70,51,"2019-07-08","Mexico",19
"u17centrobasket",2019,"Guatemala","El Salvador",65,36,"2019-07-08","Guatemala",29
"u17centrobasket",2019,"Dominican Republic","Barbados",82,33,"2019-07-08","Dominican Republic",49
"u17centrobasket",2019,"Puerto Rico","Bahamas",83,43,"2019-07-08","Puerto Rico",40
"u17centrobasket",2019,"Costa Rica","Barbados",105,38,"2019-07-09","Costa Rica",67
"u17centrobasket",2019,"Guatemala","Bahamas",65,64,"2019-07-09","Guatemala",1
"u17centrobasket",2019,"Mexico","Dominican Republic",73,57,"2019-07-09","Mexico",16
"u17centrobasket",2019,"Puerto Rico","El Salvador",62,37,"2019-07-09","Puerto Rico",25
"u17centrobasket",2019,"Bahamas","Barbados",83,41,"2019-07-10","Bahamas",42
"u17centrobasket",2019,"Costa Rica","El Salvador",53,37,"2019-07-10","Costa Rica",16
"u17centrobasket",2019,"Mexico","Guatemala",53,44,"2019-07-10","Mexico",9
"u17centrobasket",2019,"Puerto Rico","Dominican Republic",60,59,"2019-07-10","Puerto Rico",1
"u17centrobasket",2019,"El Salvador","Barbados",79,30,"2019-07-11","El Salvador",49
"u17centrobasket",2019,"Costa Rica","Bahamas",73,50,"2019-07-11","Costa Rica",23
"u17centrobasket",2019,"Dominican Republic","Guatemala",55,40,"2019-07-11","Dominican Republic",15
"u17centrobasket",2019,"Mexico","Puerto Rico",61,56,"2019-07-11","Mexico",5
"u17oceania",2017,"Australia","Tahiti",163,13,"2017-07-10","Australia",150
"u17oceania",2017,"New Zealand","Guam",139,34,"2017-07-10","New Zealand",105
"u17oceania",2017,"Samoa","Marshall Islands",120,12,"2017-07-10","Samoa",108
"u17oceania",2017,"New Caledonia","Palau",118,29,"2017-07-10","New Caledonia",89
"u17oceania",2017,"Samoa","Tahiti",90,41,"2017-07-11","Samoa",49
"u17oceania",2017,"New Zealand","New Caledonia",110,31,"2017-07-11","New Zealand",79
"u17oceania",2017,"Guam","Palau",96,34,"2017-07-11","Guam",62
"u17oceania",2017,"Australia","Marshall Islands",166,3,"2017-07-11","Australia",163
"u17oceania",2017,"Tahiti","Marshall Islands",101,33,"2017-07-12","Tahiti",68
"u17oceania",2017,"Australia","Samoa",111,27,"2017-07-12","Australia",84
"u17oceania",2017,"New Zealand","Palau",135,8,"2017-07-12","New Zealand",127
"u17oceania",2017,"Guam","New Caledonia",79,71,"2017-07-12","Guam",8
"u17oceania",2017,"Marshall Islands","Palau",59,42,"2017-07-13","Marshall Islands",17
"u17oceania",2017,"New Caledonia","Tahiti",73,68,"2017-07-13","New Caledonia",5
"u17oceania",2017,"Australia","Guam",154,12,"2017-07-14","Australia",142
"u17oceania",2017,"New Zealand","Samoa",81,36,"2017-07-14","New Zealand",45
"u17oceania",2017,"Samoa","Guam",88,58,"2017-07-15","Samoa",30
"u17oceania",2017,"Australia","New Zealand",81,60,"2017-07-15","Australia",21
"u17oceania",2019,"Australia","Guam",144,9,"2019-08-19","Australia",135
"u17oceania",2019,"New Zealand","Samoa",93,35,"2019-08-19","New Zealand",58
"u17oceania",2019,"Tahiti","Papua New Guinea",78,29,"2019-08-19","Tahiti",49
"u17oceania",2019,"New Caledonia","Cook Islands",62,54,"2019-08-19","New Caledonia",8
"u17oceania",2019,"New Zealand","Guam",140,24,"2019-08-20","New Zealand",116
"u17oceania",2019,"Australia","Samoa",99,8,"2019-08-20","Australia",91
"u17oceania",2019,"Papua New Guinea","Cook Islands",52,48,"2019-08-20","Papua New Guinea",4
"u17oceania",2019,"Tahiti","New Caledonia",64,54,"2019-08-20","Tahiti",10
"u17oceania",2019,"Tahiti","Cook Islands",79,33,"2019-08-21","Tahiti",46
"u17oceania",2019,"Australia","New Zealand",79,53,"2019-08-21","Australia",26
"u17oceania",2019,"Samoa","Guam",81,51,"2019-08-21","Samoa",30
"u17oceania",2019,"New Caledonia","Papua New Guinea",56,51,"2019-08-21","New Caledonia",5
"u17oceania",2019,"Papua New Guinea","Cook Islands",59,58,"2019-08-22","Papua New Guinea",1
"u17oceania",2019,"Samoa","New Caledonia",60,41,"2019-08-22","Samoa",19
"u17oceania",2019,"Tahiti","Guam",70,32,"2019-08-22","Tahiti",38
"u17oceania",2019,"Guam","New Caledonia",75,72,"2019-08-23","Guam",3
"u17oceania",2019,"Australia","Tahiti",139,16,"2019-08-23","Australia",123
"u17oceania",2019,"New Zealand","Samoa",84,26,"2019-08-23","New Zealand",58
"u17oceania",2019,"Tahiti","Samoa",62,56,"2019-08-24","Tahiti",6
"u17oceania",2019,"Australia","New Zealand",88,41,"2019-08-24","Australia",47
"u18africa",2018,"Rwanda","Egypt",46,37,"2018-08-10","Rwanda",9
"u18africa",2018,"Mozambique","Cape Verde",61,32,"2018-08-10","Mozambique",29
"u18africa",2018,"Angola","Uganda",63,29,"2018-08-11","Angola",34
"u18africa",2018,"Mali","Dem.Rep. of Congo",99,33,"2018-08-11","Mali",66
"u18africa",2018,"Egypt","Cape Verde",56,31,"2018-08-12","Egypt",25
"u18africa",2018,"Mozambique","Rwanda",53,46,"2018-08-12","Mozambique",7
"u18africa",2018,"Mali","Uganda",132,39,"2018-08-13","Mali",93
"u18africa",2018,"Angola","Dem.Rep. of Congo",56,27,"2018-08-13","Angola",29
"u18africa",2018,"Rwanda","Cape Verde",57,32,"2018-08-14","Rwanda",25
"u18africa",2018,"Mozambique","Egypt",57,45,"2018-08-14","Mozambique",12
"u18africa",2018,"Dem.Rep. of Congo","Uganda",48,42,"2018-08-15","Dem.Rep. of Congo",6
"u18africa",2018,"Mali","Angola",80,44,"2018-08-15","Mali",36
"u18africa",2018,"Mali","Cape Verde",78,21,"2018-08-17","Mali",57
"u18africa",2018,"Rwanda","Dem.Rep. of Congo",49,44,"2018-08-17","Rwanda",5
"u18africa",2018,"Angola","Egypt",54,38,"2018-08-17","Angola",16
"u18africa",2018,"Mozambique","Uganda",86,31,"2018-08-17","Mozambique",55
"u18africa",2018,"Cape Verde","Dem.Rep. of Congo",61,56,"2018-08-18","Cape Verde",5
"u18africa",2018,"Egypt","Uganda",69,43,"2018-08-18","Egypt",26
"u18africa",2018,"Mali","Rwanda",124,27,"2018-08-18","Mali",97
"u18africa",2018,"Mozambique","Angola",53,49,"2018-08-18","Mozambique",4
"u18africa",2018,"Dem.Rep. of Congo","Uganda",48,38,"2018-08-19","Dem.Rep. of Congo",10
"u18africa",2018,"Egypt","Cape Verde",43,38,"2018-08-19","Egypt",5
"u18africa",2018,"Angola","Rwanda",59,46,"2018-08-19","Angola",13
"u18africa",2018,"Mali","Mozambique",86,33,"2018-08-19","Mali",53
"u18africa",2020,"Mali","Egypt",64,36,"2020-12-03","Mali",28
"u18africa",2020,"Mali","Senegal",61,37,"2020-12-04","Mali",24
"u18africa",2020,"Egypt","Senegal",54,48,"2020-12-05","Egypt",6
"u18africa",2020,"Mali","Egypt",68,55,"2020-12-06","Mali",13
"u18africa",2020,"Mali","Senegal",74,39,"2020-12-07","Mali",35
"u18africa",2020,"Senegal","Egypt",67,64,"2020-12-08","Senegal",3
"u18africa",2020,"Egypt","Mali",68,63,"2020-12-09","Egypt",5
"u18americas",2016,"Canada","Mexico",87,56,"2016-07-13","Canada",31
"u18americas",2016,"Brazil","Venezuela",68,50,"2016-07-13","Brazil",18
"u18americas",2016,"USA","Guatemala",117,32,"2016-07-13","USA",85
"u18americas",2016,"Puerto Rico","Chile",88,74,"2016-07-13","Puerto Rico",14
"u18americas",2016,"Venezuela","Guatemala",82,57,"2016-07-14","Venezuela",25
"u18americas",2016,"Puerto Rico","Mexico",72,71,"2016-07-14","Puerto Rico",1
"u18americas",2016,"USA","Brazil",80,59,"2016-07-14","USA",21
"u18americas",2016,"Canada","Chile",88,39,"2016-07-14","Canada",49
"u18americas",2016,"USA","Venezuela",110,52,"2016-07-15","USA",58
"u18americas",2016,"Brazil","Guatemala",109,43,"2016-07-15","Brazil",66
"u18americas",2016,"Canada","Puerto Rico",69,47,"2016-07-15","Canada",22
"u18americas",2016,"Mexico","Chile",75,65,"2016-07-15","Mexico",10
"u18americas",2016,"Mexico","Guatemala",65,38,"2016-07-16","Mexico",27
"u18americas",2016,"Chile","Venezuela",54,49,"2016-07-16","Chile",5
"u18americas",2016,"USA","Puerto Rico",104,36,"2016-07-16","USA",68
"u18americas",2016,"Canada","Brazil",58,52,"2016-07-16","Canada",6
"u18americas",2016,"Venezuela","Guatemala",77,64,"2016-07-17","Venezuela",13
"u18americas",2016,"Mexico","Chile",85,51,"2016-07-17","Mexico",34
"u18americas",2016,"Brazil","Puerto Rico",70,64,"2016-07-17","Brazil",6
"u18americas",2016,"USA","Canada",109,62,"2016-07-17","USA",47
"u18americas",2018,"Puerto Rico","Chile",74,69,"2018-08-01","Puerto Rico",5
"u18americas",2018,"Canada","Colombia",73,49,"2018-08-01","Canada",24
"u18americas",2018,"USA","Argentina",87,42,"2018-08-01","USA",45
"u18americas",2018,"Mexico","El Salvador",88,48,"2018-08-01","Mexico",40
"u18americas",2018,"USA","Chile",115,39,"2018-08-02","USA",76
"u18americas",2018,"Canada","El Salvador",81,52,"2018-08-02","Canada",29
"u18americas",2018,"Argentina","Puerto Rico",79,60,"2018-08-02","Argentina",19
"u18americas",2018,"Colombia","Mexico",88,78,"2018-08-02","Colombia",10
"u18americas",2018,"Argentina","Chile",82,56,"2018-08-03","Argentina",26
"u18americas",2018,"Colombia","El Salvador",80,48,"2018-08-03","Colombia",32
"u18americas",2018,"USA","Puerto Rico",103,59,"2018-08-03","USA",44
"u18americas",2018,"Canada","Mexico",65,54,"2018-08-03","Canada",11
"u18americas",2018,"USA","El Salvador",87,27,"2018-08-05","USA",60
"u18americas",2018,"Canada","Chile",98,52,"2018-08-05","Canada",46
"u18americas",2018,"Colombia","Puerto Rico",85,58,"2018-08-05","Colombia",27
"u18americas",2018,"Argentina","Mexico",89,62,"2018-08-05","Argentina",27
"u18americas",2018,"Puerto Rico","El Salvador",70,56,"2018-08-06","Puerto Rico",14
"u18americas",2018,"Chile","Mexico",71,69,"2018-08-06","Chile",2
"u18americas",2018,"USA","Colombia",83,47,"2018-08-06","USA",36
"u18americas",2018,"Canada","Argentina",77,71,"2018-08-06","Canada",6
"u18americas",2018,"Mexico","El Salvador",83,61,"2018-08-07","Mexico",22
"u18americas",2018,"Puerto Rico","Chile",61,54,"2018-08-07","Puerto Rico",7
"u18americas",2018,"Argentina","Colombia",62,52,"2018-08-07","Argentina",10
"u18americas",2018,"USA","Canada",84,60,"2018-08-07","USA",24
"u18asia",2018,"Australia","Indonesia",96,28,"2018-10-28","Australia",68
"u18asia",2018,"China","Malaysia",102,28,"2018-10-28","China",74
"u18asia",2018,"Korea","Chinese Taipei",64,56,"2018-10-28","Korea",8
"u18asia",2018,"Japan","New Zealand",77,62,"2018-10-28","Japan",15
"u18asia",2018,"Australia","Chinese Taipei",106,66,"2018-10-29","Australia",40
"u18asia",2018,"China","New Zealand",67,58,"2018-10-29","China",9
"u18asia",2018,"Korea","Indonesia",84,40,"2018-10-29","Korea",44
"u18asia",2018,"Japan","Malaysia",130,31,"2018-10-29","Japan",99
"u18asia",2018,"Korea","Australia",63,62,"2018-10-30","Korea",1
"u18asia",2018,"Chinese Taipei","Indonesia",99,54,"2018-10-30","Chinese Taipei",45
"u18asia",2018,"Japan","China",94,79,"2018-10-30","Japan",15
"u18asia",2018,"New Zealand","Malaysia",99,32,"2018-10-30","New Zealand",67
"u18asia",2018,"Indonesia","Malaysia",86,35,"2018-11-01","Indonesia",51
"u18asia",2018,"Australia","New Zealand",82,66,"2018-11-01","Australia",16
"u18asia",2018,"China","Chinese Taipei",80,53,"2018-11-01","China",27
"u18asia",2018,"New Zealand","Chinese Taipei",75,47,"2018-11-02","New Zealand",28
"u18asia",2018,"China","Korea",69,51,"2018-11-02","China",18
"u18asia",2018,"Japan","Australia",90,77,"2018-11-02","Japan",13
"u18asia",2018,"Australia","Korea",75,58,"2018-11-03","Australia",17
"u18asia",2018,"China","Japan",89,76,"2018-11-03","China",13
"u18europe",2017,"Spain","Sweden",85,52,"2017-08-05","Spain",33
"u18europe",2017,"Czech Republic","Slovenia",73,57,"2017-08-05","Czech Republic",16
"u18europe",2017,"Latvia","Greece",71,62,"2017-08-05","Latvia",9
"u18europe",2017,"Italy","Bosnia and Herzegovina",71,44,"2017-08-05","Italy",27
"u18europe",2017,"Serbia","Croatia",82,66,"2017-08-05","Serbia",16
"u18europe",2017,"Hungary","Turkey",67,55,"2017-08-05","Hungary",12
"u18europe",2017,"Lithuania","Russia",79,65,"2017-08-05","Lithuania",14
"u18europe",2017,"France","Belgium",52,43,"2017-08-05","France",9
"u18europe",2017,"Greece","Turkey",62,57,"2017-08-06","Greece",5
"u18europe",2017,"Sweden","Croatia",62,40,"2017-08-06","Sweden",22
"u18europe",2017,"Slovenia","Lithuania",72,67,"2017-08-06","Slovenia",5
"u18europe",2017,"Belgium","Bosnia and Herzegovina",55,51,"2017-08-06","Belgium",4
"u18europe",2017,"Italy","France",55,36,"2017-08-06","Italy",19
"u18europe",2017,"Hungary","Latvia",85,53,"2017-08-06","Hungary",32
"u18europe",2017,"Czech Republic","Russia",64,53,"2017-08-06","Czech Republic",11
"u18europe",2017,"Spain","Serbia",67,55,"2017-08-06","Spain",12
"u18europe",2017,"France","Bosnia and Herzegovina",74,56,"2017-08-07","France",18
"u18europe",2017,"Latvia","Turkey",61,55,"2017-08-07","Latvia",6
"u18europe",2017,"Sweden","Serbia",70,69,"2017-08-07","Sweden",1
"u18europe",2017,"Russia","Slovenia",69,45,"2017-08-07","Russia",24
"u18europe",2017,"Spain","Croatia",74,65,"2017-08-07","Spain",9
"u18europe",2017,"Hungary","Greece",87,63,"2017-08-07","Hungary",24
"u18europe",2017,"Belgium","Italy",58,54,"2017-08-07","Belgium",4
"u18europe",2017,"Czech Republic","Lithuania",71,60,"2017-08-07","Czech Republic",11
"u18europe",2017,"Sweden","Greece",72,61,"2017-08-09","Sweden",11
"u18europe",2017,"France","Russia",63,60,"2017-08-09","France",3
"u18europe",2017,"Czech Republic","Bosnia and Herzegovina",75,55,"2017-08-09","Czech Republic",20
"u18europe",2017,"Spain","Turkey",72,46,"2017-08-09","Spain",26
"u18europe",2017,"Serbia","Latvia",66,60,"2017-08-09","Serbia",6
"u18europe",2017,"Hungary","Croatia",67,41,"2017-08-09","Hungary",26
"u18europe",2017,"Slovenia","Italy",53,51,"2017-08-09","Slovenia",2
"u18europe",2017,"Belgium","Lithuania",58,55,"2017-08-09","Belgium",3
"u18europe",2017,"Russia","Turkey",84,44,"2017-08-10","Russia",40
"u18europe",2017,"France","Spain",51,45,"2017-08-10","France",6
"u18europe",2017,"Bosnia and Herzegovina","Greece",80,65,"2017-08-10","Bosnia and Herzegovina",15
"u18europe",2017,"Czech Republic","Sweden",71,43,"2017-08-10","Czech Republic",28
"u18europe",2017,"Croatia","Lithuania",69,67,"2017-08-10","Croatia",2
"u18europe",2017,"Belgium","Hungary",59,56,"2017-08-10","Belgium",3
"u18europe",2017,"Italy","Latvia",82,57,"2017-08-10","Italy",25
"u18europe",2017,"Serbia","Slovenia",74,63,"2017-08-10","Serbia",11
"u18europe",2017,"Latvia","Turkey",67,63,"2017-08-12","Latvia",4
"u18europe",2017,"Spain","Slovenia",63,62,"2017-08-12","Spain",1
"u18europe",2017,"Lithuania","Greece",96,57,"2017-08-12","Lithuania",39
"u18europe",2017,"Hungary","Sweden",59,43,"2017-08-12","Hungary",16
"u18europe",2017,"Italy","Russia",71,62,"2017-08-12","Italy",9
"u18europe",2017,"Belgium","Czech Republic",63,49,"2017-08-12","Belgium",14
"u18europe",2017,"Croatia","Bosnia and Herzegovina",80,52,"2017-08-12","Croatia",28
"u18europe",2017,"Serbia","France",66,48,"2017-08-12","Serbia",18
"u18europe",2017,"Turkey","Greece",71,62,"2017-08-13","Turkey",9
"u18europe",2017,"Latvia","Lithuania",81,72,"2017-08-13","Latvia",9
"u18europe",2017,"Slovenia","Sweden",70,67,"2017-08-13","Slovenia",3
"u18europe",2017,"Russia","Bosnia and Herzegovina",90,73,"2017-08-13","Russia",17
"u18europe",2017,"Hungary","Spain",74,55,"2017-08-13","Hungary",19
"u18europe",2017,"Croatia","Italy",71,63,"2017-08-13","Croatia",8
"u18europe",2017,"France","Czech Republic",55,48,"2017-08-13","France",7
"u18europe",2017,"Belgium","Serbia",55,53,"2017-08-13","Belgium",2
"u18europe",2019,"Italy","Belgium",73,52,"2019-07-06","Italy",21
"u18europe",2019,"France","Israel",95,39,"2019-07-06","France",56
"u18europe",2019,"Russia","Serbia",74,50,"2019-07-06","Russia",24
"u18europe",2019,"Lithuania","Poland",69,54,"2019-07-06","Lithuania",15
"u18europe",2019,"Spain","Czech Republic",80,48,"2019-07-06","Spain",32
"u18europe",2019,"Latvia","Bosnia and Herzegovina",85,60,"2019-07-06","Latvia",25
"u18europe",2019,"Germany","Croatia",75,48,"2019-07-06","Germany",27
"u18europe",2019,"Hungary","Belarus",97,61,"2019-07-06","Hungary",36
"u18europe",2019,"Serbia","Belarus",91,66,"2019-07-07","Serbia",25
"u18europe",2019,"France","Spain",64,63,"2019-07-07","France",1
"u18europe",2019,"Hungary","Russia",76,34,"2019-07-07","Hungary",42
"u18europe",2019,"Latvia","Poland",89,84,"2019-07-07","Latvia",5
"u18europe",2019,"Czech Republic","Israel",70,57,"2019-07-07","Czech Republic",13
"u18europe",2019,"Bosnia and Herzegovina","Lithuania",69,67,"2019-07-07","Bosnia and Herzegovina",2
"u18europe",2019,"Croatia","Belgium",75,55,"2019-07-07","Croatia",20
"u18europe",2019,"Italy","Germany",58,36,"2019-07-07","Italy",22
"u18europe",2019,"Spain","Israel",77,58,"2019-07-08","Spain",19
"u18europe",2019,"Latvia","Lithuania",73,69,"2019-07-08","Latvia",4
"u18europe",2019,"Italy","Croatia",80,60,"2019-07-08","Italy",20
"u18europe",2019,"France","Czech Republic",76,39,"2019-07-08","France",37
"u18europe",2019,"Germany","Belgium",67,63,"2019-07-08","Germany",4
"u18europe",2019,"Poland","Bosnia and Herzegovina",87,86,"2019-07-08","Poland",1
"u18europe",2019,"Hungary","Serbia",71,54,"2019-07-08","Hungary",17
"u18europe",2019,"Russia","Belarus",78,65,"2019-07-08","Russia",13
"u18europe",2019,"Russia","Croatia",83,81,"2019-07-10","Russia",2
"u18europe",2019,"France","Poland",75,54,"2019-07-10","France",21
"u18europe",2019,"Germany","Serbia",58,48,"2019-07-10","Germany",10
"u18europe",2019,"Latvia","Israel",74,58,"2019-07-10","Latvia",16
"u18europe",2019,"Hungary","Belgium",83,73,"2019-07-10","Hungary",10
"u18europe",2019,"Spain","Bosnia and Herzegovina",109,36,"2019-07-10","Spain",73
"u18europe",2019,"Italy","Belarus",96,57,"2019-07-10","Italy",39
"u18europe",2019,"Czech Republic","Lithuania",64,59,"2019-07-10","Czech Republic",5
"u18europe",2019,"France","Germany",72,49,"2019-07-11","France",23
"u18europe",2019,"Poland","Serbia",71,67,"2019-07-11","Poland",4
"u18europe",2019,"Russia","Latvia",79,52,"2019-07-11","Russia",27
"u18europe",2019,"Israel","Croatia",58,56,"2019-07-11","Israel",2
"u18europe",2019,"Italy","Spain",76,63,"2019-07-11","Italy",13
"u18europe",2019,"Belarus","Bosnia and Herzegovina",63,61,"2019-07-11","Belarus",2
"u18europe",2019,"Hungary","Czech Republic",90,61,"2019-07-11","Hungary",29
"u18europe",2019,"Belgium","Lithuania",59,48,"2019-07-11","Belgium",11
"u18europe",2019,"Belarus","Israel",72,62,"2019-07-13","Belarus",10
"u18europe",2019,"Bosnia and Herzegovina","Croatia",73,70,"2019-07-13","Bosnia and Herzegovina",3
"u18europe",2019,"Poland","Belgium",82,73,"2019-07-13","Poland",9
"u18europe",2019,"Lithuania","Serbia",66,65,"2019-07-13","Lithuania",1
"u18europe",2019,"Italy","Russia",75,49,"2019-07-13","Italy",26
"u18europe",2019,"Spain","Latvia",75,46,"2019-07-13","Spain",29
"u18europe",2019,"Hungary","France",67,56,"2019-07-13","Hungary",11
"u18europe",2019,"Germany","Czech Republic",65,61,"2019-07-13","Germany",4
"u18europe",2019,"Israel","Belgium",64,47,"2019-07-14","Israel",17
"u18europe",2019,"Croatia","Serbia",70,48,"2019-07-14","Croatia",22
"u18europe",2019,"Belarus","Poland",67,65,"2019-07-14","Belarus",2
"u18europe",2019,"Lithuania","Bosnia and Herzegovina",69,63,"2019-07-14","Lithuania",6
"u18europe",2019,"Latvia","Czech Republic",59,52,"2019-07-14","Latvia",7
"u18europe",2019,"France","Russia",77,45,"2019-07-14","France",32
"u18europe",2019,"Spain","Germany",86,61,"2019-07-14","Spain",25
"u18europe",2019,"Italy","Hungary",70,62,"2019-07-14","Italy",8
"u18europe",2021,"Ukraine","North Macedonia",69,52,"2021-07-27","Ukraine",17
"u18europe",2021,"Russia","Romania",92,38,"2021-07-27","Russia",54
"u18europe",2021,"Turkey","Hungary",50,47,"2021-07-27","Turkey",3
"u18europe",2021,"Spain","Israel",55,42,"2021-07-27","Spain",13
