team_id,team,total,no_hs,roster_status,oas_table,oas_card,oas_list,person_card,sidearm_classic,players_table,presto,nuxt,snake_hs,camel_hs,roster_hs_class,person_card_hs_dtid,th_hs,bio_missing_hs_found,bio_missing_has_component,bio_missing_has_fieldlabel,roster_url
285,Holy Cross,15,1,200,0,1,0,0,753,0,0,False,0,0,39,0,1,,0,2,https://goholycross.com/sports/womens-basketball/roster
19651,High Point,13,1,200,0,1,0,0,709,0,0,False,0,0,29,0,1,,0,0,https://highpointpanthers.com/sports/womens-basketball/roster
1157,Kennesaw State,14,1,200,0,1,0,0,772,0,0,False,0,0,0,0,0,,0,6,https://ksuowls.com/sports/womens-basketball/roster
328,Kansas,13,13,200,0,0,0,1130,0,0,0,True,0,0,0,13,0,,9,0,https://kuathletics.com/sports/wbball/roster
346,Lamar,13,1,200,0,1,0,0,669,0,0,False,0,0,30,0,1,,0,4,https://lamarcardinals.com/sports/womens-basketball/roster
352,Lehigh,13,4,200,0,0,0,910,0,0,0,True,0,9,0,13,1,Brigidine College St. Ives/Blair Academy,11,0,https://lehighsports.com/sports/womens-basketball/roster
355,Liberty,15,15,200,0,0,0,1242,0,0,0,True,0,0,0,15,0,,11,0,https://libertyflames.com/sports/womens-basketball/roster
655,Southeastern Louisiana,14,1,200,0,1,0,0,679,0,0,False,0,0,30,0,1,,0,0,https://lionsports.net/sports/womens-basketball/roster
402,McNeese State,13,2,200,0,1,0,0,664,0,0,False,0,0,24,0,1,,0,5,https://mcneesesports.com/sports/womens-basketball/roster
410,Merrimack,15,3,200,0,1,0,0,696,0,0,False,0,0,29,0,1,,0,4,https://merrimackathletics.com/sports/womens-basketball/roster
416,Michigan State,16,4,200,0,0,0,1284,0,0,0,True,0,12,0,13,0,,9,0,https://msuspartans.com/sports/womens-basketball/roster
440,Montana State,14,1,200,0,0,0,1168,0,0,0,True,0,13,0,13,1,,11,0,https://msubobcats.com/sports/womens-basketball/roster
482,Niagara,14,6,200,0,1,0,0,625,0,0,False,0,0,24,0,1,,0,5,https://purpleeagles.com/sports/womens-basketball/roster
505,Northern Kentucky,13,7,200,0,1,0,0,628,0,0,False,0,0,16,0,1,,0,4,https://nkunorse.com/sports/womens-basketball/roster
472,New Mexico State,14,13,200,0,1,0,0,636,0,0,False,0,0,2,0,1,,0,5,https://nmstatesports.com/sports/womens-basketball/roster
518,Ohio State,11,1,200,0,0,0,810,0,0,0,True,0,10,0,11,0,,9,0,https://ohiostatebuckeyes.com/sports/womens-basketball/roster
527,Oral Roberts,12,1,200,0,1,0,0,590,0,0,False,0,0,30,0,1,,0,5,https://oruathletics.com/sports/womens-basketball/roster
521,Oklahoma State,13,3,200,0,0,0,1259,0,0,0,True,0,13,0,13,1,Goodland,11,0,https://okstate.com/sports/womens-basketball/roster
522,Oklahoma,14,2,200,0,0,0,1407,0,0,0,True,0,12,0,14,1,,11,0,https://soonersports.com/sports/womens-basketball/roster
539,Penn State,10,2,200,5,288,0,0,0,0,0,True,8,0,0,0,0,,0,0,https://gopsusports.com/sports/womens-basketball/roster
474,New Orleans,13,13,200,0,1,0,0,611,0,0,False,0,0,0,0,0,,0,5,https://unoprivateers.com/sports/womens-basketball/roster
671,Louisiana,15,1,200,0,0,0,1260,0,0,0,True,0,14,0,14,1,,9,0,https://ragincajuns.com/sports/womens-basketball/roster
371,Loyola-Chicago,12,1,200,0,1,0,0,574,0,0,False,0,0,28,0,1,,0,5,https://loyolaramblers.com/sports/womens-basketball/roster
299,Illinois State,14,1,200,0,1,0,0,713,0,0,False,0,0,33,0,1,,0,4,https://goredbirds.com/sports/womens-basketball/roster
572,Rhode Island,13,2,200,0,1,0,0,594,0,0,False,0,0,33,0,1,,0,3,https://gorhody.com/sports/womens-basketball/roster
574,Rice,14,1,200,0,0,0,1099,0,0,0,True,0,13,0,14,0,,7,0,https://riceowls.com/sports/womens-basketball/roster
368,UMass Lowell,14,5,200,0,0,0,1068,0,0,0,True,0,7,0,9,0,,9,0,https://goriverhawks.com/sports/womens-basketball/roster
609,Saint Louis,12,3,200,0,1,0,0,595,0,0,False,0,0,25,0,1,,0,5,https://slubillikens.com/sports/womens-basketball/roster
625,Samford,12,1,200,0,0,0,889,0,0,0,True,0,0,0,12,0,,9,0,https://samfordsports.com/sports/womens-basketball/roster
630,San Jose State,14,8,200,5,271,0,0,0,0,0,True,6,0,0,0,0,,0,0,https://sjsuspartans.com/sports/womens-basketball/roster
676,Stephen F. Austin,13,4,200,0,0,0,914,0,0,0,True,0,9,0,9,1,,7,0,https://sfajacks.com/sports/womens-basketball/roster
678,Stetson,13,1,200,0,1,0,0,637,0,0,False,0,0,31,0,1,,0,5,https://gohatters.com/sports/womens-basketball/roster
683,Stony Brook,13,1,200,0,1,0,0,711,0,0,False,0,0,26,0,1,,0,5,https://stonybrookathletics.com/sports/womens-basketball/roster
698,Texas Christian,12,2,200,0,0,0,1128,0,0,0,True,0,10,0,10,1,,9,0,https://gofrogs.com/sports/womens-basketball/roster
711,Towson,15,1,200,0,1,0,0,718,0,0,False,0,0,36,0,1,,0,4,https://towsontigers.com/sports/womens-basketball/roster
670,Texas State,13,2,200,0,1,0,0,602,0,0,False,0,0,26,0,1,,0,5,https://txst.com/sports/womens-basketball/roster
9,UAB,12,1,200,0,0,0,1042,0,0,0,True,0,11,0,12,1,,11,0,https://uabsports.com/sports/womens-basketball/roster
1004,Central Arkansas,14,6,200,0,1,0,0,623,0,0,False,0,0,23,0,1,,0,3,https://ucasports.com/sports/womens-basketball/roster
108,UC Davis,14,3,200,0,1,0,0,695,0,0,False,0,0,25,0,1,,0,6,https://ucdavisaggies.com/sports/womens-basketball/roster
104,UC Santa Barbara,13,1,200,0,1,0,0,646,0,0,False,0,0,31,0,1,,0,5,https://ucsbgauchos.com/sports/womens-basketball/roster
257,Georgia,13,2,200,0,0,0,1022,0,0,0,True,0,11,0,13,1,,7,0,https://georgiadogs.com/sports/womens-basketball/roster
288,Houston,13,1,200,0,0,0,1281,0,0,0,True,0,12,0,12,1,,9,0,https://uhcougars.com/sports/womens-basketball/roster
498,Louisiana Monroe,13,2,200,0,1,0,0,632,0,0,False,0,0,22,0,1,,0,4,https://ulmwarhawks.com/sports/womens-basketball/roster
400,Massachusetts,15,1,200,0,0,0,1186,0,0,0,True,0,14,0,15,1,,9,0,https://umassathletics.com/sports/womens-basketball/roster
502,Northern Colorado,12,8,200,0,0,0,986,0,0,0,True,0,4,0,10,1,,11,0,https://uncbears.com/sports/womens-basketball/roster
456,UNC Asheville,14,10,200,0,0,0,1074,0,0,0,True,0,4,0,14,0,,11,0,https://uncabulldogs.com/sports/womens-basketball/roster
473,New Mexico,15,15,200,5,279,0,0,0,0,0,True,0,0,0,0,0,,0,0,https://golobos.com/sports/wbball/roster
657,Southern Cal,12,2,200,0,0,0,1145,0,0,0,True,0,10,0,11,1,,13,0,https://usctrojans.com/sports/womens-basketball/roster
627,San Diego,13,1,200,0,1,0,0,667,0,0,False,0,0,32,0,1,,0,5,https://usdtoreros.com/sports/womens-basketball/roster
704,Texas-El Paso,13,10,200,0,1,0,0,620,0,0,False,0,0,9,0,1,,0,6,https://utepminers.com/sports/womens-basketball/roster
695,UT Martin,14,14,200,0,0,0,962,0,0,0,True,0,14,0,14,0,Greenforest Christian Academy,13,0,https://utmsports.com/sports/womens-basketball/roster
536,UT-Rio Grande Valley,13,1,200,0,1,0,0,637,0,0,False,0,0,28,0,1,,0,0,https://goutrgv.com/sports/womens-basketball/roster
738,Vermont,14,1,200,0,1,0,0,683,0,0,False,0,0,37,0,1,,0,5,https://uvmathletics.com/sports/womens-basketball/roster
736,Vanderbilt,12,12,200,5,464,0,0,0,0,0,True,12,0,0,0,0,,0,0,https://vucommodores.com/sports/wbball/roster
758,Weber State,14,11,200,0,0,0,1030,0,0,0,True,0,3,0,14,1,,5,0,https://weberstatesports.com/sports/womens-basketball/roster
792,Winthrop,14,2,200,0,1,0,0,701,0,0,False,0,0,26,0,1,,0,4,https://winthropeagles.com/sports/womens-basketball/roster
774,Western Michigan,13,2,200,0,1,0,0,626,0,0,False,0,0,27,0,1,,0,0,https://wmubroncos.com/sports/womens-basketball/roster
260,Gonzaga,13,1,200,0,0,0,1054,0,0,0,True,0,5,0,12,0,,9,0,https://gozags.com/sports/womens-basketball/roster
5,Akron,14,14,200,0,0,0,964,0,0,0,True,0,14,0,14,1,Kettering Fairmont,9,0,https://gozips.com/sports/womens-basketball/roster
1013,Charleston (WV),16,4,200,0,1,0,0,675,0,0,False,0,0,36,0,1,,0,0,https://ucgoldeneagles.com/sports/womens-basketball/roster
1071,Emporia St.,14,4,200,0,1,0,0,620,0,0,False,0,0,25,0,1,,0,4,https://esuhornets.com/sports/womens-basketball/roster
1072,Erskine,20,1,200,0,1,0,0,851,0,0,False,0,0,52,0,1,,0,1,https://erskinesports.com/sports/womens-basketball/roster
1083,Fort Lewis,16,2,200,0,1,0,0,733,0,0,False,0,0,38,0,1,,0,0,https://goskyhawks.com/sports/womens-basketball/roster
1085,Francis Marion,16,3,200,0,1,0,0,719,0,0,False,0,0,34,0,1,,0,4,https://fmupatriots.com/sports/womens-basketball/roster
1116,Harding,12,12,200,0,1,0,0,555,0,0,False,0,0,0,0,0,,0,0,https://hardingsports.com/sports/womens-basketball/roster
11276,S.C. Aiken,12,12,200,0,1,0,0,505,0,0,False,0,0,0,0,0,,0,5,https://pacersports.com/sports/womens-basketball/roster
11504,Queens (NC),15,3,200,0,1,0,0,690,0,0,False,0,0,31,0,1,,0,4,https://queensathletics.com/sports/womens-basketball/roster
1167,Lander,18,1,200,0,1,0,0,805,0,0,False,0,0,42,0,1,,0,0,https://landerbearcats.com/sports/womens-basketball/roster
120,Carroll (WI),14,3,200,0,1,0,0,583,0,0,False,0,0,33,0,1,,0,0,https://gopios.com/sports/womens-basketball/roster
1238,Montevallo,17,11,200,0,1,0,0,768,0,0,False,0,0,18,0,1,,0,5,https://montevallofalcons.com/sports/womens-basketball/roster
1245,Mount Olive,16,3,200,0,1,0,0,696,0,0,False,0,0,38,0,1,,0,4,https://umotrojans.com/sports/womens-basketball/roster
125,Centenary (LA),11,3,200,0,0,0,0,0,0,0,False,0,0,0,0,0,,0,0,https://www.gocentenary.com/sports/wbkb/2026-27
1257,Newberry,24,6,200,0,1,0,0,989,0,0,False,0,0,53,0,1,,0,4,https://newberrywolves.com/sports/womens-basketball/roster
12799,Wheeling,24,24,200,0,1,0,0,752,0,0,False,0,0,51,0,1,,0,0,https://wucardinals.com/sports/womens-basketball/roster
1314,Pittsburg St.,12,12,200,0,1,0,0,554,0,0,False,0,0,0,0,0,,0,0,https://pittstategorillas.com/sports/womens-basketball/roster
1371,Southeastern Okla.,15,1,200,0,1,0,0,655,0,0,False,0,0,0,0,0,,0,3,https://gosoutheastern.com/sports/womens-basketball/roster
1376,Southern Ark.,16,6,200,0,1,0,0,675,0,0,False,0,0,30,0,1,,0,4,https://muleriderathletics.com/sports/womens-basketball/roster
1434,Waynesburg,24,11,200,0,1,0,0,913,0,0,False,0,0,37,0,1,,0,1,https://waynesburgsports.com/sports/womens-basketball/roster
1445,Western N.M.,17,1,200,0,1,0,0,740,0,0,False,0,0,42,0,1,,0,4,https://wnmumustangs.com/sports/womens-basketball/roster
124,Catholic,24,1,200,0,1,0,0,1034,0,0,False,0,0,67,0,1,,0,1,https://catholicathletics.com/sports/womens-basketball/roster
156,Colorado St.,15,1,200,0,0,0,1195,0,0,0,True,0,14,0,15,1,,11,0,https://csurams.com/sports/womens-basketball/roster
159,Columbus St.,17,17,200,0,1,0,0,750,0,0,False,0,0,0,0,0,,0,0,https://csucougars.com/sports/womens-basketball/roster
16,Albright,17,8,200,0,1,0,0,738,0,0,False,0,0,26,0,1,,0,4,https://albrightathletics.com/sports/womens-basketball/roster
195,Earlham,8,4,200,0,1,0,0,341,0,0,False,0,0,12,0,1,,0,3,https://goearlham.com/sports/womens-basketball/roster
196,East Carolina,14,1,200,0,0,0,1113,0,0,0,True,0,13,0,13,1,,11,0,https://ecupirates.com/sports/womens-basketball/roster
199,Tex. A&M-Commerce,15,9,200,0,1,0,0,647,0,0,False,0,0,36,0,1,Academy of Holy Angels,0,0,https://lionathletics.com/sports/womens-basketball/roster
205,Mont. St. Billings,13,13,200,0,1,0,0,681,0,0,False,0,0,0,0,0,,0,6,https://msubsports.com/sports/womens-basketball/roster
206,Eastern N.M.,14,10,200,0,1,0,0,614,0,0,False,0,0,10,0,1,,0,3,https://goeasternathletics.com/sports/womens-basketball/roster
209,Edinboro,13,1,200,0,1,0,0,566,0,0,False,0,0,33,0,1,,0,1,https://gofightingscots.com/sports/womens-basketball/roster
213,Elmira,20,20,200,0,1,0,0,857,0,0,False,0,0,17,0,0,,0,5,https://athletics.elmira.edu/sports/womens-basketball/roster
221,FDU-Florham,19,2,200,0,1,0,0,862,0,0,False,0,0,54,0,1,,0,2,https://fdudevils.com/sports/womens-basketball/roster
231,FIU,14,2,200,0,1,0,0,645,0,0,False,0,0,29,0,1,,0,5,https://fiusports.com/sports/womens-basketball/roster
23157,Felician,18,1,200,0,1,0,0,732,0,0,False,0,0,12,0,0,,0,1,https://felicianuathletics.com/sports/womens-basketball/roster
235,Florida,13,1,200,0,0,0,1178,8,0,0,True,0,11,0,12,1,,9,0,https://floridagators.com/sports/womens-basketball/roster
24639,Nova Southeastern,13,4,200,0,1,0,0,561,0,0,False,0,0,20,0,1,,0,4,https://nsusharks.com/sports/womens-basketball/roster
25,Angelo St.,13,3,200,0,1,0,0,596,0,0,False,0,0,1,0,0,,0,2,https://angelosports.com/sports/womens-basketball/roster
261,Grambling,14,12,200,0,1,0,0,660,0,0,False,0,0,6,0,1,,0,0,https://gsutigers.com/sports/womens-basketball/roster
262,Grand Valley St.,20,20,200,0,1,0,0,851,0,0,False,0,0,0,0,0,,0,0,https://gvsulakers.com/sports/womens-basketball/roster
2755,Southwest Baptist,17,6,200,0,1,0,0,667,0,0,False,0,0,33,0,1,,0,3,https://www.sbubearcats.com/sports/womens-basketball/roster
27854,Minn.-Crookston,14,14,200,0,1,0,0,602,0,0,False,0,0,0,0,0,,0,3,https://goldeneaglesports.com/sports/womens-basketball/roster
2810,St. Thomas (TX),18,5,200,0,1,0,0,661,0,0,False,0,0,36,0,1,,0,3,https://ustcelts.com/sports/womens-basketball/roster
28749,Transylvania,20,2,200,0,1,0,0,812,0,0,False,0,0,54,0,1,,0,1,http://www.transysports.com/sports/womens-basketball/roster
294,Idaho St.,15,15,200,0,1,0,0,651,0,0,False,0,0,0,0,0,,0,0,https://isubengals.com/sports/womens-basketball/roster
3,Adelphi,14,2,200,0,1,0,0,618,0,0,False,0,0,35,0,0,,0,2,https://aupanthers.com/sports/womens-basketball/roster
30028,Texas-Tyler,15,2,200,0,1,0,0,615,0,0,False,0,0,33,0,1,,0,4,https://uttylerpatriots.com/sports/womens-basketball/roster
30035,Crown (MN),18,1,200,0,1,0,0,790,0,0,False,0,0,47,0,1,,0,2,https://athletics.crown.edu/sports/womens-basketball/roster
30045,Palm Beach Atl.,18,2,200,0,1,0,0,783,0,0,False,0,0,41,0,1,,0,1,https://pbasailfish.com/sports/womens-basketball/roster
30047,Keystone,10,3,200,0,1,0,0,613,0,0,False,0,0,38,0,1,,0,2,https://www.gokcgiants.com/sports/womens-basketball/roster
30069,Franciscan,12,5,200,0,1,0,0,493,0,0,False,0,0,21,0,1,,0,0,https://franciscanathletics.com/sports/womens-basketball/roster
30073,William Smith,13,2,200,0,1,0,0,630,0,0,False,0,0,33,0,1,,0,1,https://hwsathletics.com/sports/womens-basketball/roster
30092,Flagler,15,5,200,0,1,0,0,724,0,0,False,0,0,0,0,0,,0,6,https://flaglerathletics.com/sports/womens-basketball/roster
30105,Ark.-Fort Smith,13,8,200,0,1,0,0,578,0,0,False,0,0,14,0,1,,0,4,https://uafortsmithlions.com/sports/womens-basketball/roster
30111,Covenant,17,7,200,0,1,0,0,642,0,0,False,0,0,29,0,1,,0,1,https://athletics.covenant.edu/sports/womens-basketball/roster
30119,Ohio Dominican,9,3,200,0,1,0,0,352,0,0,False,0,0,18,0,1,,0,1,https://ohiodominicanpanthers.com/sports/womens-basketball/roster
30120,William Jewell,16,16,200,0,1,0,0,723,0,0,False,0,0,0,0,0,,0,0,https://jewellcardinals.com/sports/womens-basketball/roster
30127,Simon Fraser,14,1,200,0,1,0,0,596,0,0,False,0,0,38,0,1,,0,2,https://athletics.sfu.ca/sports/womens-basketball/roster
30149,Point Loma,13,1,200,0,1,0,0,582,0,0,False,0,0,32,0,1,,0,4,https://plnusealions.com/sports/womens-basketball/roster
30153,Union (TN),16,11,200,0,1,0,0,732,0,0,False,0,0,10,0,1,,0,5,https://uuathletics.com/sports/womens-basketball/roster
30154,Young Harris,17,1,200,0,1,0,0,731,0,0,False,0,0,36,0,1,,0,0,https://yhcathletics.com/sports/womens-basketball/roster
30178,Northwestern Okla.,17,7,200,0,1,0,0,710,0,0,False,0,0,25,0,1,,0,2,https://riderangersride.com/sports/womens-basketball/roster
30192,Southern Wesleyan,15,6,200,0,1,0,0,673,0,0,False,0,0,24,0,1,,0,5,https://swuathletics.com/sports/womens-basketball/roster
30202,Okla. Baptist,12,11,200,0,1,0,0,538,0,0,False,0,0,0,0,0,,0,5,https://obubison.com/sports/womens-basketball/roster
30220,Biola,15,15,200,0,1,0,0,728,0,0,False,0,0,0,0,0,Lynden Christian School,0,0,https://athletics.biola.edu/sports/womens-basketball/roster
30221,Davenport,15,5,200,0,1,0,0,629,0,0,False,0,0,23,0,1,,0,1,https://dupanthers.com/sports/womens-basketball/roster
30222,Purdue Northwest,15,3,200,0,1,0,0,676,0,0,False,0,0,29,0,1,,0,4,https://pnwathletics.com/sports/womens-basketball/roster
307,Indiana (PA),14,5,200,0,1,0,0,628,0,0,False,0,0,22,0,1,,0,3,https://iupathletics.com/sports/womens-basketball/roster
309,UIndy,16,1,200,0,1,0,0,716,0,0,False,0,0,38,0,1,,0,0,https://athletics.uindy.edu/sports/womens-basketball/roster
315,Jacksonville St.,13,2,200,0,0,0,897,0,0,0,True,0,11,0,11,1,,9,0,https://jsugamecocksports.com/sports/womens-basketball/roster
