official,games_worked,avg_fouls_per_game,min_fouls,max_fouls,std_fouls,avg_home_fouls,avg_visitor_fouls,home_visitor_diff,avg_technicals,z_score,percentile
Brian Garland,40,38.1,20,55,8.189424074174367,17.475,20.625,-3.1499999999999986,0.2,1.3623377119422073,91.58004158004158
Kenzie Murray,11,38.09090909090909,27,48,6.456849780729693,19.272727272727273,18.818181818181817,0.4545454545454568,0.09090909090909091,1.3594796675641925,91.47609147609148
Carlos Peralta Ortega,5,38.0,30,47,6.123724356957945,17.8,20.2,-2.3999999999999986,0.8,1.3308992237840396,91.21621621621621
Britt White,13,38.0,27,49,6.027713773341708,21.076923076923077,16.923076923076923,4.153846153846153,0.15384615384615385,1.3308992237840396,91.21621621621621
Bill Gillen,6,38.0,34,45,4.604345773288535,20.166666666666668,17.833333333333332,2.3333333333333357,0.5,1.3308992237840396,91.21621621621621
Michael Sumilang,6,38.0,24,52,13.92838827718412,18.166666666666668,19.833333333333332,-1.6666666666666643,0.16666666666666666,1.3308992237840396,91.21621621621621
Scott Dutterer,11,37.90909090909091,31,47,5.700079744258766,20.0,17.90909090909091,2.09090909090909,0.2727272727272727,1.3023187800038865,90.95634095634095
Michael Kaczor,9,37.888888888888886,33,50,5.754225500544023,18.555555555555557,19.333333333333332,-0.777777777777775,0.0,1.2959675702749636,90.85239085239085
Vern Latimore,6,37.833333333333336,32,43,4.708148963941844,16.833333333333332,21.0,-4.166666666666668,0.16666666666666666,1.278501743520428,90.74844074844076
Whitney Niles,11,37.81818181818182,24,49,7.124860445204269,16.636363636363637,21.181818181818183,-4.545454545454547,0.18181818181818182,1.2737383362237358,90.64449064449065
L. Brooke Shoulders,10,37.8,30,50,6.338594306135847,19.5,18.3,1.1999999999999993,0.1,1.2680222474677039,90.54054054054053
Ashley Ellis,12,37.75,20,58,10.01022204821379,19.583333333333332,18.166666666666668,1.4166666666666643,0.25,1.252303003388621,90.38461538461539
Jessica Adams,8,37.75,29,46,5.7507763451058125,18.625,19.125,-0.5,0.0,1.252303003388621,90.38461538461539
Dirk Link,7,37.714285714285715,23,46,7.952238379104039,18.0,19.714285714285715,-1.7142857142857153,0.0,1.2410749719035616,90.22869022869024
Lauren Silva,6,37.666666666666664,28,56,10.366613075960087,19.333333333333332,18.333333333333332,1.0,0.16666666666666666,1.2261042632568142,90.12474012474013
Jessica Fortner,22,37.59090909090909,19,56,7.6635133737364365,18.681818181818183,18.90909090909091,-0.22727272727272663,0.2727272727272727,1.2022872267733555,90.02079002079002
Sterling Mcrae,6,37.5,29,48,7.395944834840239,17.166666666666668,20.333333333333332,-3.1666666666666643,0.16666666666666666,1.1737067829932026,89.86486486486487
Preston Clipper,6,37.5,22,49,9.751922887307918,20.0,17.5,2.5,0.6666666666666666,1.1737067829932026,89.86486486486487
Demoya Pugh,20,37.45,24,61,8.39470384418527,17.25,20.2,-2.9499999999999993,0.1,1.1579875389141199,89.70893970893971
Sharvez Brown,9,37.44444444444444,28,57,8.931840671316175,21.0,16.444444444444443,4.555555555555557,0.3333333333333333,1.1562409562386646,89.6049896049896
Robert Clark,5,37.4,31,47,5.89915248150105,20.2,17.2,3.0,0.6,1.142268294835035,89.34511434511434
Matthew Sheehan,5,37.4,27,52,9.396807968666808,18.0,19.4,-1.3999999999999986,0.0,1.142268294835035,89.34511434511434
Scott Fruehling,15,37.4,26,53,7.854025355555856,18.133333333333333,19.266666666666666,-1.1333333333333329,0.3333333333333333,1.142268294835035,89.34511434511434
Justin Surber,5,37.4,26,49,9.44986772394196,16.2,21.2,-5.0,0.4,1.142268294835035,89.34511434511434
Michelle Del Duco,13,37.38461538461539,29,45,5.1403382109620885,16.615384615384617,20.76923076923077,-4.153846153846153,0.15384615384615385,1.1374316043491641,89.08523908523908
Todd Dahlof,8,37.375,27,64,11.636610945018067,16.75,20.625,-3.875,0.0,1.1344086727954934,88.92931392931392
Glen Dixon,8,37.375,24,52,10.041876603219425,19.875,17.5,2.375,0.125,1.1344086727954934,88.92931392931392
David Griffith,6,37.333333333333336,29,47,6.772493386240156,20.0,17.333333333333332,2.666666666666668,0.0,1.121309302729591,88.77338877338877
Brad Solberg,10,37.3,27,44,5.186520991955976,18.7,18.6,0.09999999999999787,0.2,1.110829806676867,88.66943866943868
Camille Johnson,17,37.294117647058826,19,51,8.468800873517697,18.941176470588236,18.352941176470587,0.5882352941176485,0.0,1.1089804838440354,88.56548856548856
Sharlene Davis,8,37.25,30,43,5.063877678504601,17.5,19.75,-2.25,0.0,1.0951105625977842,88.3056133056133
Eric Ferris,12,37.25,27,53,6.929843235797422,18.833333333333332,18.416666666666668,0.4166666666666643,0.3333333333333333,1.0951105625977842,88.3056133056133
Randy Namin,12,37.25,26,46,5.658862719021135,18.0,19.25,-1.25,0.0,1.0951105625977842,88.3056133056133
Katelynn Hall,8,37.25,28,43,4.949747468305833,16.875,20.375,-3.5,0.0,1.0951105625977842,88.3056133056133
Philip Guinn,9,37.22222222222222,32,49,4.711098008367523,19.0,18.22222222222222,0.7777777777777786,0.2222222222222222,1.0863776492205153,88.04573804573805
Allen Curry,10,37.2,27,51,7.146094504459528,18.7,18.5,0.1999999999999993,0.2,1.0793913185187014,87.78586278586279
Jelisse Oliver,15,37.2,26,55,7.701576832979446,16.933333333333334,20.266666666666666,-3.333333333333332,0.5333333333333333,1.0793913185187014,87.78586278586279
Myia Smith,5,37.2,29,51,8.67179335547152,16.4,20.8,-4.400000000000002,0.4,1.0793913185187014,87.78586278586279
Dash Mcneal,5,37.2,30,44,5.718391382198319,16.2,21.0,-4.800000000000001,0.2,1.0793913185187014,87.78586278586279
Bobby Ray,21,37.19047619047619,28,50,4.823059688818371,17.428571428571427,19.761904761904763,-2.3333333333333357,0.23809523809523808,1.076397176789351,87.52598752598753
Michael Mcconnell,32,37.1875,25,54,8.318023571079385,17.25,19.9375,-2.6875,0.34375,1.0754615074989295,87.42203742203742
Joel Curbelo,6,37.166666666666664,25,44,6.968978882638881,19.166666666666668,18.0,1.1666666666666679,0.3333333333333333,1.0689118224659773,87.31808731808732
Justin Jackson,7,37.142857142857146,23,52,8.89622712968015,18.285714285714285,18.857142857142858,-0.571428571428573,0.0,1.0614264681426058,87.16216216216216
Mitchell Gomez,7,37.142857142857146,26,56,10.38313651116674,17.714285714285715,19.428571428571427,-1.7142857142857117,0.0,1.0614264681426058,87.16216216216216
Dana Lopez,10,37.1,26,55,9.397990328906614,19.0,18.1,0.8999999999999986,0.4,1.0479528303605337,87.00623700623701
Sean Martin,19,37.05263157894737,22,58,9.088904616866815,19.42105263157895,17.63157894736842,1.7894736842105274,0.21052631578947367,1.0330609149171912,86.9022869022869
Paul Maiella,10,37.0,32,42,3.681787005729087,19.2,17.8,1.3999999999999986,0.1,1.0165143422023657,86.38253638253637
Clayton Tang,6,37.0,27,51,8.414273587185052,18.5,18.5,0.0,0.6666666666666666,1.0165143422023657,86.38253638253637
Marlin Schoonhoven,6,37.0,32,47,5.513619500836088,18.666666666666668,18.333333333333332,0.3333333333333357,0.16666666666666666,1.0165143422023657,86.38253638253637
Eric Rain,7,37.0,29,56,9.128709291752768,19.285714285714285,17.714285714285715,1.5714285714285694,0.2857142857142857,1.0165143422023657,86.38253638253637
Libya Rentz,10,37.0,27,46,7.788880963698615,17.8,19.2,-1.3999999999999986,0.1,1.0165143422023657,86.38253638253637
Stacie Blow,12,37.0,25,56,7.311261550139309,17.333333333333332,19.666666666666668,-2.3333333333333357,0.25,1.0165143422023657,86.38253638253637
Dorran Stewart,7,37.0,29,43,5.196152422706632,19.428571428571427,17.571428571428573,1.857142857142854,0.14285714285714285,1.0165143422023657,86.38253638253637
Michal Ann Ure,5,37.0,28,50,8.888194417315589,18.8,18.2,0.6000000000000014,0.6,1.0165143422023657,86.38253638253637
Adam Buche,5,37.0,28,42,6.244997998398398,18.4,18.6,-0.20000000000000284,0.0,1.0165143422023657,86.38253638253637
Benny Luna,26,36.96153846153846,22,50,6.605941381700381,18.115384615384617,18.846153846153847,-0.73076923076923,0.2692307692307692,1.0044226159876855,85.86278586278586
Eddie Zavala,12,36.916666666666664,21,61,11.563723317759594,18.916666666666668,18.0,0.9166666666666679,0.25,0.9903156020705589,85.75883575883576
Chaney Muench,11,36.90909090909091,24,48,7.063349707533182,17.363636363636363,19.545454545454547,-2.1818181818181834,0.18181818181818182,0.9879338984222128,85.65488565488566
Rachael Rayford,8,36.875,25,56,9.387491677759293,18.25,18.625,-0.375,0.75,0.9772162320046566,85.55093555093555
Aj Sibcy,7,36.857142857142854,23,41,6.466028441750299,18.857142857142858,18.0,0.8571428571428577,0.2857142857142857,0.9716022162621257,85.3950103950104
Kamaria Douglas,7,36.857142857142854,28,50,7.603257447273755,18.142857142857142,18.714285714285715,-0.571428571428573,0.0,0.9716022162621257,85.3950103950104
Nadi Carey,25,36.84,26,51,6.890089501111965,19.12,17.72,1.4000000000000021,0.16,0.9662127611492991,85.23908523908524
Jamie Cavileer,6,36.833333333333336,32,40,3.0605010483034745,16.333333333333332,20.5,-4.166666666666668,0.0,0.9641168619387542,85.13513513513513
Alex Gruneberg,5,36.8,31,45,5.06951674225463,18.4,18.4,0.0,0.0,0.9536373658860302,85.03118503118503
Taneisha Harrison,7,36.714285714285715,33,41,2.4976179127511156,19.142857142857142,17.571428571428573,1.5714285714285694,0.0,0.9266900903218879,84.71933471933471
Chandler Durham,7,36.714285714285715,28,46,7.319250547113999,17.714285714285715,19.0,-1.2857142857142847,0.0,0.9266900903218879,84.71933471933471
Carolyn Allen,7,36.714285714285715,21,50,10.160614904526952,17.714285714285715,19.0,-1.2857142857142847,0.2857142857142857,0.9266900903218879,84.71933471933471
Stacy Mendoza,7,36.714285714285715,21,49,9.86093784779598,16.571428571428573,20.142857142857142,-3.5714285714285694,0.2857142857142857,0.9266900903218879,84.71933471933471
Matthew Vanevenhoven,7,36.714285714285715,29,48,6.799859942535232,18.571428571428573,18.142857142857142,0.4285714285714306,0.0,0.9266900903218879,84.71933471933471
Chris Hirano,6,36.666666666666664,32,48,6.121002096606949,18.5,18.166666666666668,0.33333333333333215,0.0,0.9117193816751404,84.25155925155924
Alexis Nelms,9,36.666666666666664,18,60,12.31868499475492,17.0,19.666666666666668,-2.666666666666668,0.0,0.9117193816751404,84.25155925155924
Tim Daley,24,36.666666666666664,19,54,9.053784539779684,16.791666666666668,19.875,-3.083333333333332,0.08333333333333333,0.9117193816751404,84.25155925155924
Erica Parker,15,36.666666666666664,24,49,8.077010290825141,18.133333333333333,18.533333333333335,-0.40000000000000213,0.06666666666666667,0.9117193816751404,84.25155925155924
Christopher Boyer,17,36.64705882352941,27,54,6.670280883053091,18.470588235294116,18.176470588235293,0.2941176470588225,0.23529411764705882,0.9055549722323637,83.991683991684
Molly Caldwell,25,36.64,25,47,6.290733926445573,17.72,18.92,-1.2000000000000028,0.2,0.9033357848329634,83.88773388773389
Michael Johnson,8,36.625,23,44,6.588680769753099,18.25,18.375,-0.125,0.25,0.8986200116092382,83.78378378378379
Leslie Claybrook,10,36.6,21,49,8.016649341630622,18.1,18.5,-0.3999999999999986,0.2,0.8907603895696967,83.62785862785863
Gene Anderson,10,36.6,28,49,7.306009702825324,17.1,19.5,-2.3999999999999986,0.1,0.8907603895696967,83.62785862785863
Ryan Durham,28,36.57142857142857,22,51,8.439012455076199,17.392857142857142,19.178571428571427,-1.7857142857142847,0.25,0.8817779643816479,83.47193347193347
Marc Merritt,25,36.56,19,54,7.741016298480022,18.08,18.48,-0.40000000000000213,0.12,0.87818499430643,83.36798336798337
Matthew Head,11,36.54545454545455,25,58,8.489565788232474,16.90909090909091,19.636363636363637,-2.7272727272727266,0.2727272727272727,0.8736121233016054,83.26403326403326
Natasha Brown,24,36.541666666666664,28,54,6.178357504165274,16.875,19.666666666666668,-2.791666666666668,0.20833333333333334,0.8724212714774313,83.16008316008316
Tim Tamashiro,6,36.5,22,51,11.291589790636214,18.5,18.0,0.5,0.3333333333333333,0.859321901411529,82.84823284823285
Steven Michaluk,6,36.5,28,43,7.314369419163897,17.833333333333332,18.666666666666668,-0.8333333333333357,0.16666666666666666,0.859321901411529,82.84823284823285
Courtney Styfurak,10,36.5,29,49,7.337120234351713,17.7,18.8,-1.1000000000000014,0.7,0.859321901411529,82.84823284823285
Chuck Carpenter,6,36.5,19,56,12.437845472588892,18.5,18.0,0.5,0.0,0.859321901411529,82.84823284823285
Shem Rivera,10,36.5,28,46,6.240548408949685,16.6,19.9,-3.299999999999997,0.3,0.859321901411529,82.84823284823285
Kristie Weed,19,36.473684210526315,26,50,6.760739777508175,17.63157894736842,18.842105263157894,-1.2105263157894726,0.05263157894736842,0.8510486150541162,82.53638253638253
Scott Yarbrough,15,36.46666666666667,23,56,8.149203875810434,16.2,20.266666666666666,-4.066666666666666,0.4,0.8488424053588071,82.43243243243244
Karli Jelden,14,36.42857142857143,25,47,5.9318473671203975,16.857142857142858,19.571428571428573,-2.7142857142857153,0.21428571428571427,0.83686583844141,82.32848232848234
Jason Wilkinson,5,36.4,29,53,9.581231653602787,16.0,20.4,-4.399999999999999,0.0,0.8278834132533611,82.17255717255718
Shandra Twine,10,36.4,20,56,11.749231653365442,17.1,19.3,-2.1999999999999993,0.3,0.8278834132533611,82.17255717255718
Sabrina Earle,8,36.375,24,54,11.249603167604244,18.625,17.75,0.875,0.0,0.8200237912138197,81.75675675675676
Kayl Hamre,8,36.375,25,49,8.749489781042746,18.625,17.75,0.875,0.0,0.8200237912138197,81.75675675675676
Brian Callahan,8,36.375,29,51,6.631903411324901,18.25,18.125,0.125,0.5,0.8200237912138197,81.75675675675676
Renee Tourigny,8,36.375,31,46,5.527528509973641,17.0,19.375,-2.375,0.125,0.8200237912138197,81.75675675675676
Morgan Faust,8,36.375,32,40,2.669269563007828,17.5,18.875,-1.375,0.375,0.8200237912138197,81.75675675675676
Kayla Maxey,32,36.375,17,55,8.75380101773307,17.34375,19.03125,-1.6875,0.21875,0.8200237912138197,81.75675675675676
Brian Wallace,15,36.333333333333336,20,55,9.626352718795767,18.533333333333335,17.8,0.7333333333333343,0.26666666666666666,0.8069244211479174,81.39293139293139
Alecia Murray,16,36.3125,27,46,6.247332764201589,17.3125,19.0,-1.6875,0.125,0.8003747361149651,81.28898128898129
Terra Moyers,7,36.285714285714285,30,48,6.102302453836194,18.285714285714285,18.0,0.2857142857142847,0.2857142857142857,0.79195371250117,81.18503118503119
Larry Ruffing,15,36.266666666666666,26,47,6.099960967868877,18.266666666666666,18.0,0.2666666666666657,0.26666666666666666,0.7859654290424715,81.08108108108108
Bill Larance,27,36.25925925925926,21,55,7.993230754315672,16.333333333333332,19.925925925925927,-3.5925925925925952,0.1111111111111111,0.7836366521418668,80.97713097713097
Jordan Williams,12,36.25,27,48,6.703120033373875,16.0,20.25,-4.25,0.16666666666666666,0.7807256810161105,80.87318087318087
Ramona Amaro,9,36.22222222222222,24,42,5.717905599469481,19.444444444444443,16.77777777777778,2.6666666666666643,0.5555555555555556,0.7719927676388416,80.76923076923077
Denise Brooks,19,36.21052631578947,26,51,7.307370308032394,17.05263157894737,19.157894736842106,-2.1052631578947363,0.10526315789473684,0.7683157514799914,80.66528066528068
Jill White,5,36.2,30,41,4.868264577855235,16.6,19.6,-3.0,0.2,0.7650064369370277,80.3014553014553
Ryan Freeman,5,36.2,26,43,6.260990336999411,16.8,19.4,-2.599999999999998,0.2,0.7650064369370277,80.3014553014553
Ed Collopy,10,36.2,27,42,4.984420171338331,17.6,18.6,-1.0,0.2,0.7650064369370277,80.3014553014553
Mike Hogan,5,36.2,25,46,7.52994023880668,17.4,18.8,-1.4000000000000021,0.0,0.7650064369370277,80.3014553014553
Justin Mashburn,5,36.2,20,47,10.73312629199899,19.0,17.2,1.8000000000000007,0.2,0.7650064369370277,80.3014553014553
Heather Marshall,15,36.2,23,46,7.408489338975544,17.133333333333333,19.066666666666666,-1.9333333333333336,0.06666666666666667,0.7650064369370277,80.3014553014553
