rank,program,network,time,duration,rating,viewers,date
116,MSNBC PRESS CONFERENCE,MSNBC,10:35 AM,40,0.05,"1,222",2021-03-23
117,DEADLINE:WHITE HOUSE: N/A,MSNBC,4:00 PM,120,0.05,"1,285",2021-03-23
118,BBCA MOVIE: HOOSIERS,BBC-AMERICA,8:00 PM,150,0.05,235,2021-03-23
119,FASTEST CARS IN THE DIRTY,MOTOR TREND,9:00 PM,60,0.05,193,2021-03-23
120,STORAGE WARS,A&E NETWORK,12:03 AM,28,0.05,316,2021-03-23
121,NBA: THE JUMP L,ESPN,3:00 PM,60,0.05,196,2021-03-23
122,DELILAH,OPRAH WINFREY NETWORK,9:00 PM,60,0.05,297,2021-03-23
123,MSNBC LIVE W/ H.JACKSON,MSNBC,10:00 AM,35,0.05,"1,091",2021-03-23
124,FOX AND FRIENDS,FOX NEWS CHANNEL,7:00 AM,60,0.05,"1,128",2021-03-23
125,RIZZOLI & ISLES,LIFETIME TELEVISION,1:01 AM,61,0.05,343,2021-03-23
126,SPORTSCENTER MORNING    L,ESPN,2:00 AM,60,0.05,115,2021-03-23
127,SQUAWK ON THE STREET: N/A,CNBC,9:00 AM,120,0.05,290,2021-03-23
128,WMNS NCAA BKBL CHAMP L,ESPN2,9:01 PM,118,0.05,301,2021-03-23
129,"IFC MOVIE: OUTSIDERS, THE",IFC TV,10:00 PM,120,0.05,142,2021-03-23
130,FOOD PARADISE,FOOD NETWORK,11:00 AM,60,0.05,288,2021-03-23
131,SPORTSCENTER AM,ESPN2,2:00 PM,60,0.05,138,2021-03-23
132,WMNS NCAA BKBL CHAMP L: SOUTH FLORIDA/NC STATE,ESPN2,3:00 PM,122,0.05,290,2021-03-23
133,NHL LIVE POST,NBC SPORTS NETWORK,9:43 PM,47,0.05,132,2021-03-23
134,FOX AND FRIENDS,FOX NEWS CHANNEL,6:00 AM,60,0.04,881,2021-03-23
135,UNDERGROUND ON OWN,OPRAH WINFREY NETWORK,10:00 PM,60,0.04,224,2021-03-23
136,BOILING POINT SERIES,BLACK ENTERTAINMENT TV,11:00 PM,60,0.04,187,2021-03-23
137,RIZZOLI & ISLES,LIFETIME TELEVISION,12:01 AM,58,0.04,390,2021-03-23
138,UNDISPUTED L: 1134,FOX SPORTS 1,9:30 AM,150,0.04,122,2021-03-23
139,SQUAWK ALLEY,CNBC,11:00 AM,60,0.04,252,2021-03-23
140,"EXCHANGE, THE",CNBC,1:00 PM,60,0.04,249,2021-03-23
141,FOOD PARADISE,FOOD NETWORK,10:00 AM,60,0.04,250,2021-03-23
142,QUIEN DA MAS S7,UNIVERSO,5:30 PM,30,0.04,107,2021-03-23
143,QUIEN DA MAS S7,UNIVERSO,5:00 PM,30,0.04,101,2021-03-23
144,FAST MONEY HALFTIME RPRT,CNBC,12:00 PM,60,0.04,327,2021-03-23
145,NFL MOCK DRAFT LIVE,NFL NETWORK,9:00 PM,60,0.04,126,2021-03-23
146,IMPACT WRESTLING: 2112,AXS TV,8:00 PM,120,0.04,116,2021-03-23
147,TIME MACHINE: ALCATRAZ ESCAPE: LOST EVIDENCE,HISTORY,2:00 PM,120,0.03,337,2021-03-23
148,NFL TOTAL ACCESS,NFL NETWORK,7:00 PM,60,0.03,127,2021-03-23
149,HERD L: 1449,FOX SPORTS 1,12:00 PM,180,0.03,99,2021-03-23
150,TIME MACHINE: AMERICAS GREATEST PRISON BREAKS,HISTORY,12:00 PM,120,0.03,274,2021-03-23
