rank,program,network,time,duration,rating,viewers,date
30,SWORD ART OL:ALICIZATION,ADULT SWIM,1:00 AM,30,0.18,403,2019-03-30
31,TOTAL DRAMARAMA,THE CARTOON NETWORK,9:00 AM,30,0.17,694,2019-03-30
32,"OFFICE, THE",NICK-AT-NITE,10:30 PM,30,0.17,402,2019-03-30
33,TOP RANK BOXING        L,ESPN,10:01 PM,118,0.17,655,2019-03-30
34,GHOST ADV REPACK: AMERICAS MOST HAUNTED TOWN,TRAVEL CHANNEL,9:00 PM,120,0.17,495,2019-03-30
35,COMEDY CENTRAL MOVIE: AUSTIN POWERS: THE SPY WH,COMEDY CENTRAL,4:00 PM,135,0.17,363,2019-03-30
36,"GREG GUTFELD SHOW, THE",FOX NEWS CHANNEL,10:00 PM,60,0.17,"1,836",2019-03-30
37,BEN 10 (2017),THE CARTOON NETWORK,12:00 PM,30,0.16,644,2019-03-30
38,JOJOS ADV: DIAMOND UNBRK,ADULT SWIM,1:30 AM,30,0.16,343,2019-03-30
39,SPORTSCENTER WEEKEND-AM L,ESPN,7:00 AM,60,0.16,513,2019-03-30
40,BAKUGAN:BATTLE PLANET,THE CARTOON NETWORK,7:00 AM,30,0.16,420,2019-03-30
41,VICTOR & VALENTINO,THE CARTOON NETWORK,9:30 AM,30,0.16,661,2019-03-30
42,AAF FOOTBALL: APOLLOS/EXPRESS,TURNER NETWORK TELEVISION,2:00 PM,180,0.16,469,2019-03-30
43,20/20 ON ID INVESTIGATES: N/A,INVESTIGATION DISCOVERY,9:00 PM,120,0.16,749,2019-03-30
44,JUSTICE W/ JUDGE JEANINE,FOX NEWS CHANNEL,9:00 PM,60,0.16,"2,563",2019-03-30
45,WMNS NCAA BKBL CHAMP L,ESPN,11:30 AM,112,0.15,840,2019-03-30
46,UFC FIGHT NIGHT PRELIMS L: BARBOZA VS. GAETHJE,ESPN,5:00 PM,120,0.15,480,2019-03-30
47,"MOVIE- ACQUIRED PREM: KILLER NEXT DOOR, THE",LIFETIME TELEVISION,8:00 PM,123,0.15,719,2019-03-30
48,COLLEGE GAMEDAY-BKBL    L,ESPN,10:00 AM,90,0.15,528,2019-03-30
49,AMERICAN PICKERS,HISTORY,8:00 PM,60,0.15,"1,080",2019-03-30
50,WHILE YOU WERE OUT,TLC,9:02 PM,61,0.15,662,2019-03-30
51,COUSINS FOR LIFE,NICKELODEON,8:32 PM,28,0.14,553,2019-03-30
52,PITBULLS & PAROLEES SPCL,ANIMAL PLANET,9:00 PM,61,0.14,496,2019-03-30
53,LIGA MX: MONTERREY VS CRUZ AZUL,FOX DEPORTES,10:52 PM,138,0.14,306,2019-03-30
54,"OFFICE, THE",NICK-AT-NITE,10:00 PM,30,0.13,347,2019-03-30
55,AMERICAN PICKERS,HISTORY,9:02 PM,61,0.13,"1,133",2019-03-30
56,MLB REGULAR SEASON L: ATLANTA BRAVES/PHILADELPHIA PHILLIES,FOX SPORTS 1,4:00 PM,214,0.13,554,2019-03-30
57,"MEG, THE",HBO PRIME,4:00 PM,113,0.13,509,2019-03-30
58,WMNS NCAA BKBL CHAMP L: SOUTH CAROLINA/BAYLOR,ESPN,1:50 PM,121,0.13,849,2019-03-30
59,NASCAR XFINITY SERIES L: TEXAS,FOX SPORTS 1,1:00 PM,180,0.12,928,2019-03-30
60,JONESTOWN: EXTENDED,AMC,9:00 PM,61,0.12,500,2019-03-30
61,AMERICAS NEWS HQ,FOX NEWS CHANNEL,12:00 PM,60,0.12,"1,174",2019-03-30
62,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,9:00 AM,60,0.12,"1,960",2019-03-30
63,CAVUTO LIVE,FOX NEWS CHANNEL,11:00 AM,60,0.12,"1,401",2019-03-30
64,KNIGHT SQUAD,NICK-AT-NITE,9:00 PM,30,0.12,421,2019-03-30
65,PREMIER LG LIVE STUDIO,NBC SPORTS NETWORK,10:39 AM,17,0.11,350,2019-03-30
66,CAVUTO LIVE,FOX NEWS CHANNEL,10:00 AM,60,0.11,"1,602",2019-03-30
67,MAMMA MIA:HERE WE GO AGAI,HBO PRIME,8:00 PM,114,0.11,484,2019-03-30
68,BORDERFORCE USA,NATIONAL GEOGRAPHIC,3:00 PM,60,0.11,426,2019-03-30
69,COLD JUSTICE,OXYGEN MEDIA,6:00 PM,60,0.11,543,2019-03-30
70,AMERICAN PICKERS,HISTORY,12:03 AM,60,0.11,781,2019-03-30
71,BIZAARDVARK,DISNEY CHANNEL,10:00 AM,30,0.11,492,2019-03-30
72,WATTERS WORLD,FOX NEWS CHANNEL,8:00 PM,60,0.11,"1,785",2019-03-30
73,FORMULA 1 QUALIFYING L,ESPN2,10:54 AM,75,0.10,340,2019-03-30
74,NCAA STUDIO UPDATE  L,ESPN,1:22 PM,28,0.10,730,2019-03-30
75,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,8:00 AM,60,0.10,"1,773",2019-03-30
76,SPORTSCENTER LATE       L,ESPN2,10:23 PM,92,0.10,271,2019-03-30
77,BORDERFORCE USA,NATIONAL GEOGRAPHIC,1:00 PM,60,0.10,470,2019-03-30
78,COOP & CAMI ASK THE WORLD,DISNEY CHANNEL,10:30 AM,30,0.10,461,2019-03-30
79,PREMIER LEAGUE L: EVERTON/WEST HAM,NBC SPORTS NETWORK,1:28 PM,125,0.10,251,2019-03-30
80,MOVIE- ACQUIRED RPT,LIFETIME TELEVISION,10:03 PM,116,0.10,534,2019-03-30
81,BORDERFORCE USA,NATIONAL GEOGRAPHIC,2:00 PM,60,0.10,421,2019-03-30
82,PREMIER LEAGUE L: MANCHESTER CITY/FULHAM,NBC SPORTS NETWORK,8:21 AM,138,0.09,287,2019-03-30
83,AMERICAS NEWS HQ,FOX NEWS CHANNEL,1:00 PM,60,0.09,927,2019-03-30
84,AMERICAS NEWS HQ,FOX NEWS CHANNEL,2:00 PM,60,0.09,911,2019-03-30
85,ALIEN NEWS DESK,SYFY,11:00 PM,30,0.09,277,2019-03-30
86,BORDERFORCE USA,NATIONAL GEOGRAPHIC,11:00 AM,60,0.09,362,2019-03-30
87,AMERICAN PICKERS,HISTORY,1:05 AM,61,0.09,597,2019-03-30
88,INCREDIBLE DR POL,NAT GEO WILD,8:00 PM,60,0.09,860,2019-03-30
89,PREMIER LG LIVE STUDIO,NBC SPORTS NETWORK,1:13 PM,15,0.09,261,2019-03-30
90,FOX & FRIENDS SATURDAY,FOX NEWS CHANNEL,7:00 AM,60,0.09,"1,269",2019-03-30
91,UFC FIGHT NIGHT PRELIMS: N/A,ESPN2,11:55 PM,125,0.09,250,2019-03-30
92,TOMB RAIDER,HBO PRIME,5:55 PM,118,0.09,291,2019-03-30
93,SPORTSCENTER WEEKEND-PM L,ESPN,3:51 PM,69,0.08,434,2019-03-30
94,MLB REG SEASON POST L,FOX SPORTS 1,7:34 PM,26,0.08,248,2019-03-30
95,WMNS NCAA BKBL CHAMP L,ESPN2,4:04 PM,116,0.08,655,2019-03-30
96,PIKETON FAM MURDER SNK PK: 101 SNEAK PEEK,OXYGEN MEDIA,8:00 PM,120,0.08,458,2019-03-30
97,MILO MURPHYS LAW,DISNEY CHANNEL,7:00 AM,30,0.08,370,2019-03-30
98,FAMILY OR FIANCE,OPRAH WINFREY NETWORK,10:00 PM,60,0.08,325,2019-03-30
99,50TH NAACP IMAGE AWARDS: N/A,TV ONE,9:00 PM,150,0.08,395,2019-03-30
100,LIGA MX L: QUERETARO / TIJUANA,UNIVISION DEPORTES,6:30 PM,146,0.08,230,2019-03-30
101,FAMILY OR FIANCE,OPRAH WINFREY NETWORK,9:00 PM,60,0.08,292,2019-03-30
102,CHAMPIONS TOUR: BNF PGAT,GOLF CHANNEL,6:14 PM,31,0.08,583,2019-03-30
103,BORDERFORCE USA,NATIONAL GEOGRAPHIC,12:00 PM,60,0.08,407,2019-03-30
104,INVINCIBLE (2006),HBO PRIME,11:30 AM,104,0.08,238,2019-03-30
105,RUSTY RIVETS,NICK JR,11:30 AM,30,0.08,417,2019-03-30
106,NASCAR RACEDAY: XFINITY L,FOX SPORTS 1,12:30 PM,30,0.07,389,2019-03-30
107,CNN NEWSROOM,CNN,10:00 AM,60,0.07,598,2019-03-30
108,TOP WING,NICK JR,11:00 AM,30,0.07,372,2019-03-30
109,NEW DAY SATURDAY,CNN,7:00 AM,60,0.07,413,2019-03-30
110,JOURNAL EDITORIAL REPORT,FOX NEWS CHANNEL,3:00 PM,60,0.07,817,2019-03-30
111,CNN NEWSROOM,CNN,12:00 PM,60,0.07,526,2019-03-30
112,AM JOY: N/A,MSNBC,10:00 AM,120,0.07,906,2019-03-30
113,AMERICAS NEWS HQ,FOX NEWS CHANNEL,4:00 PM,60,0.07,765,2019-03-30
114,SUPERCROSS: HOUSTON,NBC SPORTS NETWORK,8:00 PM,180,0.07,226,2019-03-30
115,CNN NEWSROOM,CNN,5:00 PM,60,0.07,464,2019-03-30
116,FOX REPORT WITH JON SCOTT,FOX NEWS CHANNEL,6:00 PM,60,0.07,957,2019-03-30
117,NEW DAY SATURDAY,CNN,8:00 AM,60,0.07,472,2019-03-30
118,CNN NEWSROOM,CNN,8:00 PM,60,0.07,477,2019-03-30
119,CNN NEWSROOM,CNN,3:00 PM,60,0.07,394,2019-03-30
120,PREMIER LEAGUE GOAL ZONE,NBC SPORTS NETWORK,3:33 PM,27,0.07,157,2019-03-30
121,SMERCONISH,CNN,9:00 AM,60,0.07,659,2019-03-30
122,NEW DAY SATURDAY,CNN,6:00 AM,60,0.07,405,2019-03-30
123,CNN NEWSROOM,CNN,2:00 PM,60,0.07,426,2019-03-30
124,AMERICAS NEWS HQ,FOX NEWS CHANNEL,5:00 PM,60,0.07,890,2019-03-30
125,MLB REGULAR SEASON L: SAN FRANCISCO GIANTS/SAN DIEGO PADRES,FOX SPORTS 1,8:30 PM,204,0.07,248,2019-03-30
126,SPORTSCENTER WEEKEND-AM L,ESPN2,10:00 AM,54,0.06,156,2019-03-30
127,AUTOBIOGRAPHY,MOTOR TREND,9:00 PM,60,0.06,408,2019-03-30
128,NASCAR M.E. CUP FIN PRA L,FOX SPORTS 1,11:30 AM,60,0.06,314,2019-03-30
129,WMNS NCAA BKBL CHAMP L: MISSOURI STATE/STANFORD,ESPN2,6:28 PM,124,0.06,478,2019-03-30
130,CNN NEWSROOM,CNN,11:00 AM,60,0.06,552,2019-03-30
131,NCAA STUDIO UPDATE  L,ESPN2,6:00 PM,28,0.06,424,2019-03-30
132,CNN NEWSROOM,CNN,4:00 PM,60,0.06,422,2019-03-30
133,TIGERLAND: N/A,DISCOVERY CHANNEL,9:00 PM,122,0.06,257,2019-03-30
134,AFTERNOON BASEBALL GAME: NYM AT WAS,MLB NETWORK,1:05 PM,230,0.06,240,2019-03-30
135,BORDERFORCE USA,NATIONAL GEOGRAPHIC,10:00 AM,60,0.06,245,2019-03-30
136,S.E. CUPP: UNFILTERED,CNN,6:00 PM,60,0.06,383,2019-03-30
137,WEEKENDS WITH ALEX WITT: N/A,MSNBC,12:00 PM,120,0.06,640,2019-03-30
138,VAN JONES SHOW,CNN,7:00 PM,60,0.06,455,2019-03-30
139,"PRIME MOVIE 1: GODFATHER, THE",IFC TV,9:00 PM,240,0.06,292,2019-03-30
140,GREAT BEAR STAKEOUT,BBC-AMERICA,9:00 PM,70,0.06,273,2019-03-30
141,UNCLE DREW,HBO PRIME,2:15 PM,103,0.06,153,2019-03-30
142,CNN NEWSROOM,CNN,1:00 PM,60,0.06,483,2019-03-30
143,"ACCIDENT, SUICIDE, MURDER",OXYGEN MEDIA,7:00 PM,60,0.06,403,2019-03-30
144,MAMMA MIA:HERE WE GO AGAI,HBO PRIME,10:30 PM,114,0.06,204,2019-03-30
145,LIGA MX L,UNIVISION DEPORTES,11:01 PM,119,0.06,153,2019-03-30
146,FORMULA 1 PRACTICE L,ESPN2,7:55 AM,73,0.05,195,2019-03-30
147,WEEKEND EXPRESS,HLN,7:00 AM,60,0.05,264,2019-03-30
148,UFC FIGHT NIGHT: EDSON BARBOZA/JUSTIN GAETHJE,ESPN2,2:00 AM,180,0.05,167,2019-03-30
149,MLB REG SEASON PRE L,FOX SPORTS 1,8:00 PM,30,0.05,172,2019-03-30
150,TENNIS: ATP TOUR MASTER L: MIAMI OPEN,ESPN2,1:00 PM,150,0.05,243,2019-03-30
