rank,program,network,time,duration,rating,viewers,date
41,PAW PATROL,NICKELODEON,12:00 PM,30,0.12,490,2021-03-19
42,SITUATION ROOM,CNN,5:00 PM,60,0.12,928,2021-03-19
43,TRU NCAA BSKBL CHP-PRFR1: CLEVELAND ST VS HOUSTON,TRUTV,7:07 PM,145,0.12,421,2021-03-19
44,SPORTSCENTER 12AM  L,ESPN,12:30 AM,60,0.11,340,2021-03-19
45,CNN NEWSROOM,CNN,11:00 AM,60,0.11,810,2021-03-19
46,SITUATION ROOM,CNN,6:00 PM,60,0.11,850,2021-03-19
47,ANDERSON COOPER 360,CNN,8:00 PM,60,0.11,"1,068",2021-03-19
48,RIDICULOUSNESS SSN20,MTV,8:30 PM,30,0.11,373,2021-03-19
49,FOX NEWS AT NIGHT,FOX NEWS CHANNEL,11:00 PM,60,0.11,"1,047",2021-03-19
50,CNN TONIGHT,CNN,10:00 PM,60,0.11,919,2021-03-19
51,SPECIAL RPT W/BRET BAIER,FOX NEWS CHANNEL,6:00 PM,60,0.11,"1,690",2021-03-19
52,FIRST 48 AC,A&E NETWORK,1:03 AM,59,0.10,294,2021-03-19
53,CNN NEWSROOM,CNN,10:00 AM,60,0.10,830,2021-03-19
54,SANTIAGO OF THE SEAS,NICKELODEON,12:30 PM,30,0.10,412,2021-03-19
55,CNN NEWSROOM,CNN,2:00 PM,60,0.10,953,2021-03-19
56,RIDICULOUSNESS SSN20,MTV,8:00 PM,30,0.10,353,2021-03-19
57,TRU NCAA BSK CHP-BRG-PRFR,TRUTV,9:32 PM,50,0.10,435,2021-03-19
58,CNN NEWSROOM,CNN,1:00 PM,60,0.10,955,2021-03-19
59,REIDOUT,MSNBC,7:00 PM,60,0.10,"1,463",2021-03-19
60,GET UP   L: N/A,ESPN,8:00 AM,120,0.10,322,2021-03-19
61,REAL TIME WITH BILL MAHER,HBO PRIME,10:01 PM,59,0.10,"1,051",2021-03-19
62,TRU NCAA BSK CHP-BRG-DYFR,TRUTV,3:08 PM,16,0.10,437,2021-03-19
63,LAST WORD W/ L. ODONNELL,MSNBC,10:00 PM,60,0.10,"1,516",2021-03-19
64,MSNBC PRESS CONFERENCE,MSNBC,5:49 PM,22,0.10,"1,751",2021-03-19
65,CNN NEWSROOM,CNN,3:00 PM,60,0.10,981,2021-03-19
66,CUOMO PRIME TIME,CNN,9:00 PM,60,0.09,"1,164",2021-03-19
67,MICKEYS GREAT CLUBHOUSE H,DISNEY JUNIOR,3:40 PM,55,0.09,329,2021-03-19
68,CNN TONIGHT,CNN,11:00 PM,60,0.09,705,2021-03-19
69,YOUR WORLD W/NEIL CAVUTO,FOX NEWS CHANNEL,4:00 PM,60,0.09,"1,110",2021-03-19
70,PUPPY DOG PALS,DISNEY CHANNEL,10:00 AM,25,0.09,364,2021-03-19
71,ALL IN W/ CHRIS HAYES,MSNBC,8:00 PM,60,0.09,"1,582",2021-03-19
72,T.O.T.S.,DISNEY CHANNEL,9:30 AM,23,0.09,332,2021-03-19
73,AMERICAS NEWSROOM,FOX NEWS CHANNEL,10:00 AM,60,0.09,"1,324",2021-03-19
74,11TH HOUR W/B. WILLIAMS,MSNBC,11:00 PM,60,0.09,"1,310",2021-03-19
75,SYDNEY TO THE MAX,DISNEY CHANNEL,8:24 PM,24,0.09,363,2021-03-19
76,INSIDE POLITICS,CNN,12:00 PM,60,0.09,783,2021-03-19
77,"STORY, THE",FOX NEWS CHANNEL,3:00 PM,60,0.08,"1,127",2021-03-19
78,NEW DAY,CNN,8:00 AM,60,0.08,638,2021-03-19
79,CNN NEWSROOM,CNN,9:00 AM,60,0.08,702,2021-03-19
80,JUST ROLL WITH IT,DISNEY CHANNEL,8:48 PM,23,0.08,353,2021-03-19
81,RAVENS HOME,DISNEY CHANNEL,8:00 PM,24,0.08,323,2021-03-19
82,SPORTSCENTER AM      L,ESPN,7:00 AM,60,0.08,234,2021-03-19
83,OUTNUMBERED,FOX NEWS CHANNEL,12:00 PM,60,0.08,"1,352",2021-03-19
84,90 DAY FIANCE: MORE TO LO: N/A,TLC,8:00 PM,120,0.08,560,2021-03-19
85,AMERICA REPORTS,FOX NEWS CHANNEL,1:00 PM,60,0.08,"1,257",2021-03-19
86,FOX NEWS PRIMETIME,FOX NEWS CHANNEL,7:00 PM,60,0.08,"1,527",2021-03-19
87,BEAT W/ARI MELBER,MSNBC,6:11 PM,49,0.08,"1,478",2021-03-19
88,LITTLE WOMEN ATL,LIFETIME TELEVISION,9:00 PM,94,0.08,329,2021-03-19
89,LIGA MX L: NECAXA / FC JUAREZ,TUDN,8:30 PM,147,0.07,181,2021-03-19
90,DEADLINE:WHITE HOUSE,MSNBC,4:00 PM,109,0.07,"1,530",2021-03-19
91,AMERICAS NEWSROOM,FOX NEWS CHANNEL,9:00 AM,60,0.07,"1,348",2021-03-19
92,FOX AND FRIENDS,FOX NEWS CHANNEL,7:00 AM,60,0.07,"1,161",2021-03-19
93,COMEDY CENTRAL ROAST: ALEC BALDWIN,COMEDY CENTRAL,11:00 PM,120,0.07,252,2021-03-19
94,SPORTSCENTER 12AM  L,ESPN,1:30 AM,60,0.07,238,2021-03-19
95,SPORTSCENTER AM      L,ESPN,12:00 PM,60,0.07,275,2021-03-19
96,FOX AND FRIENDS,FOX NEWS CHANNEL,8:00 AM,60,0.07,"1,364",2021-03-19
97,"INGRAHAM ANGLE, THE",FOX NEWS CHANNEL,2:00 AM,60,0.06,551,2021-03-19
98,ANDREA MITCHELL REPORTS,MSNBC,12:00 PM,60,0.06,"1,032",2021-03-19
99,SPORTSCENTER LATE       L,ESPN,11:00 PM,90,0.06,217,2021-03-19
100,AMERICA REPORTS,FOX NEWS CHANNEL,2:00 PM,60,0.06,"1,174",2021-03-19
101,UNDISPUTED L: 1132,FOX SPORTS 1,9:30 AM,150,0.06,144,2021-03-19
102,"FAULKNER FOCUS, THE",FOX NEWS CHANNEL,11:00 AM,60,0.06,"1,234",2021-03-19
103,TRU NCAA BK CHP-PRE-DYFR,TRUTV,12:00 PM,30,0.06,200,2021-03-19
104,MSNBC LIVE W/ C.MELVIN,MSNBC,11:00 AM,60,0.06,943,2021-03-19
105,MSNBC LIVE W/K.TUR,MSNBC,2:00 PM,60,0.06,"1,011",2021-03-19
106,ADVENTURES OF PADDINGTON,NICK JR,8:30 PM,30,0.06,305,2021-03-19
107,MOVIE- LMN ACQUIRED PREM: DEADLY EXCU: KIDNAP BEACH,LIFETIME MOVIE NETWORK,8:00 PM,120,0.06,335,2021-03-19
108,FOX AND FRIENDS,FOX NEWS CHANNEL,6:00 AM,60,0.06,857,2021-03-19
109,BELLE COLLECTIVE,OPRAH WINFREY NETWORK,10:00 PM,60,0.06,218,2021-03-19
110,DOUBLE CROSS,TRUTV,1:39 AM,30,0.06,194,2021-03-19
111,HERD L: 1447,FOX SPORTS 1,12:00 PM,180,0.05,136,2021-03-19
112,NBA REGULAR SEASON   L: DALLAS/PORTLAND,NBA-TV,10:00 PM,148,0.05,181,2021-03-19
113,FOOD PARADISE,FOOD NETWORK,11:00 AM,60,0.05,283,2021-03-19
114,MSNBC LIVE W/ H.JACKSON,MSNBC,10:00 AM,60,0.05,"1,022",2021-03-19
115,MORNING JOE: N/A,MSNBC,6:00 AM,180,0.05,"1,130",2021-03-19
116,FAST MONEY HALFTIME RPRT,CNBC,12:00 PM,60,0.05,350,2021-03-19
117,MSNBC LIVE W/A.MOHYELDIN,MSNBC,3:00 PM,60,0.05,"1,007",2021-03-19
118,SQUAWK ON THE STREET: N/A,CNBC,9:00 AM,120,0.05,335,2021-03-19
119,SPORTSCENTER PRIME    L,ESPN,7:00 PM,60,0.05,170,2021-03-19
120,MSNBC LIVE W/ S.RUHLE,MSNBC,9:00 AM,60,0.05,"1,088",2021-03-19
121,NEW DAY,CNN,7:00 AM,60,0.05,472,2021-03-19
122,SQUAWK ALLEY,CNBC,11:00 AM,60,0.05,314,2021-03-19
123,ENGINE MASTERS,MOTOR TREND,8:00 PM,30,0.05,263,2021-03-19
124,ROADKILL GARAGE,MOTOR TREND,9:00 PM,30,0.05,227,2021-03-19
125,"UNEXPECTED KILLER, AN",OXYGEN MEDIA,8:00 PM,60,0.04,319,2021-03-19
126,SPORTSCENTER AM      L,ESPN,1:00 PM,60,0.04,202,2021-03-19
127,TRU NCAA BK CHP-PRE-PRFR,TRUTV,6:30 PM,7,0.04,152,2021-03-19
128,LWATL UNFILTERED,LIFETIME TELEVISION,10:34 PM,30,0.04,235,2021-03-19
129,SPORTSCENTER SPECIAL   L,ESPN,5:00 PM,60,0.04,170,2021-03-19
130,NEW DAY,CNN,6:00 AM,60,0.04,368,2021-03-19
131,WYNONNA EARP,SYFY,10:00 PM,60,0.04,326,2021-03-19
132,MORNING EXPRESS W/ MEADE,HLN,9:00 AM,60,0.04,222,2021-03-19
133,MTP DAILY,MSNBC,1:00 PM,60,0.04,954,2021-03-19
134,HOT ROD GARAGE,MOTOR TREND,10:00 PM,30,0.04,194,2021-03-19
135,MORNING EXPRESS W/ MEADE,HLN,8:00 AM,60,0.04,194,2021-03-19
136,POWER LUNCH,CNBC,2:00 PM,60,0.04,228,2021-03-19
137,GRAHAM NORTON SHOW,BBC-AMERICA,11:00 PM,60,0.04,186,2021-03-19
138,MORNING EXPRESS W/ MEADE,HLN,7:00 AM,60,0.04,149,2021-03-19
139,SUB 23 OLYMPIC QUALIFIER: HONDURAS / HAITI,TUDN,5:55 PM,127,0.04,93,2021-03-19
140,PGA TOUR: HONDA CLS,GOLF CHANNEL,2:00 PM,240,0.04,498,2021-03-19
141,MORNING EXPRESS W/ MEADE,HLN,6:00 AM,60,0.03,184,2021-03-19
142,"EXCHANGE, THE",CNBC,1:00 PM,60,0.03,278,2021-03-19
143,E! NEWS: DAILY POP I,E!,11:00 AM,60,0.03,78,2021-03-19
144,DOUBLE CROSS,TRUTV,5:41 PM,30,0.03,141,2021-03-19
145,NIGHTWATCH SPECIALS,A&E NETWORK,10:00 AM,60,0.03,159,2021-03-19
146,NFL LIVE                L,ESPN,4:00 PM,60,0.03,126,2021-03-19
147,SPORTSCENTER EARLY      L,ESPN,6:00 PM,60,0.03,151,2021-03-19
148,MORNING EXPRESS W/ MEADE,HLN,10:00 AM,60,0.03,161,2021-03-19
149,NBA POSTGAME SHOW,NBA-TV,12:28 AM,62,0.03,107,2021-03-19
150,COMBATE AMERICAS,TUDN,1:03 AM,90,0.03,63,2021-03-19
